X	GSM49584
GATA4	4.6
CMAHP	212.2
WDR76	25.3
STRN	44.4
EXOG	3
HOXD4	36
HAPLN1	5.1
HAPLN1	5
CALD1	56.2
KATNA1	70.2
GEMIN4	19
RUNX1T1	1.2
RUNX1T1	33
ETFDH	65
GLS2	28.2
CDH6	32.8
CDH6	15.9
PCDH7	81
PCDH7	28.5
VAV2	8.7
VAV2	2.7
CORO2A	8.4
AVIL	67.4
RRAGB	46.8
GSPT2	75.1
STEAP1	119.3
HSPA4L	41.3
CR2	5.1
DNAJC8	228.8
TYK2	57.2
TAGLN	142.6
BTG3	243.2
PCP4	61.7
BRE	181.6
SV2B	16.6
OAS1	372.5
CSRP3	2.5
DNASE1L3	59.6
MSX2	21.9
MSX2	11.8
LOC149684	7.8
TRAF6	13.6
PCSK5	44.9
PCSK5	5.1
KCTD17	18.6
RPP38	117.3
KISS1	3.9
PAGE4	17.3
FXN	40.7
ABHD2	92.8
CHST1	27.7
AQP9	277.5
LAMP3	348.5
PIP4K2A	48.7
LIPT1	62.6
ANGPT2	4.7
SNX7	283.1
BMP1	31.6
C1QL1	92.9
SERPIND1	3.9
PYGM	87.9
ROR2	64.1
HRH1	30.2
HRH1	14.2
NOS3	4.9
GGT5	18.4
ALG13	74.7
ALG13	40.1
ETV6	36.3
VGF	74
FGFR1OP	11
FGFR1OP	69.6
MYL3	35.9
RASGRP1	66.4
OLFM1	3
SLC4A1	39.6
PDE9A	6.1
ZNF652	98.1
DSG3	14
SMURF2	87.6
SLC44A4	6.3
TRAIP	14.9
TRAF1	10.2
HOXB5	65.3
HOXB5	28.9
PSG7	16.8
DIAPH2	33.9
HOXD9	14.5
HOXD9	13.8
LRP6	12.8
SCYL3	51.9
ANGPT1	61.4
ANGPT1	33.1
MYOM1	1.7
TNFSF12-TNFSF13	3.8
MMRN1	2.9
SYT17	48.7
MST1	97.2
CPA1	2.5
GALNT8	59.4
PRRG2	33.6
PRRG1	86.6
MEOX1	8.6
F10	4.7
ALKBH1	97.3
SMPD2	22.6
ALDH3A1	6.7
CPA3	102.6
CALB1	5.5
CALB1	26
CDA	2.2
PRIM2	28.3
CRH	3.6
CRH	11.3
KIAA0586	151
PIP5K1B	100.2
ALAS1	88.1
ZDHHC24	72.5
KALRN	2.2
SH3GL3	58.7
SH3GL3	35.5
ADGRB3	4.7
AOAH	52.8
ALDH3B1	161
TRADD	191.6
CNTRL	41.3
PPP2R2B	90.6
SNRPG	573.2
REPS2	6.5
PAX6	35
RAD52	47.2
WNT2	127.8
FGA	1.3
FGA	54.5
RAPGEF4	6.4
TTLL1	9.1
CTSG	42.6
C4BPA	4992.4
MDM4	25.9
PCDH17	121.2
HAAO	20
SNAPC4	40.8
HDAC9	11.7
OASL	190
FLAD1	96.5
B9D1	16
PCBP3	54.7
KIN	42
TSPAN9	8.7
FMO1	9
WRN	53.9
LY75	95.2
NCAM2	36
GAL3ST1	2.3
HLA-DOB	24.9
XPA	148.4
ASB9	26.5
FXYD2	2.3
MTTP	35.3
CYP27B1	36.4
DLEU1	91
AP3B2	26.5
ACAN	96.8
MMP10	15.2
BCL2A1	31.5
APOM	101.3
TPSAB1	6.2
DENND4C	173.6
CD86	75.5
CD86	43.9
UBFD1	53.9
TFAP4	101.2
PCNX2	5.2
BUD31	200.5
SYNGR3	3.6
CD38	115.2
TNNT3	11.6
TYRP1	22
SDS	60.4
GFRA1	21.8
SCGN	11.3
MAP2K6	64
MAP2K6	17.2
HSD17B6	1138.3
IPO8	66.1
PHTF1	117.1
ATP6V0A2	4.6
ATP6V0A2	21.1
ANKRD26	23.1
ANKRD26	29.3
IL17RA	53.2
TRPM2	51.7
CDS1	31
LRP2	426.8
ATP5C1	767.9
PTPRD	31.7
COMP	4.1
ZMYND10	3.5
BST1	48.5
SLC25A40	51.5
PCDHGA1	167
ITGB7	8.1
LOC101929036	24.6
POMC	2.8
GFRA2	16.2
GFRA2	7.3
CNTFR	61
PKP1	46.9
SCGB1A1	25.2
DIAPH2	72.6
TEP1	8.3
TENM1	24.9
OSMR	162.4
ABLIM3	6.6
NCOA2	16.3
NCOA2	41
BLM	57.5
AFF3	2.6
AFF3	3.5
PGAM2	26.7
KCNQ2	9
FABP3	24.5
ZNF107	66.1
RBM42	89
DTNA	50.4
TNNI3	39.6
STAC	121.1
DOC2A	24
ADAM17	151.8
ADAM17	72.5
CBLN1	21.3
RNF126	6.6
CYP1A1	23.8
BPHL	19.9
SH3GL2	1.8
GSTM5	92.5
CRP	6.3
F2	10
ITIH3	48.3
F8	55
ENTPD5	38.6
CD8A	90.9
SULT2B1	82.4
OGG1	29.6
DUS4L	23.6
DUS4L	5
DDX18	91.4
CSNK1A1	21.8
CYP3A5	32.6
TCAP	11.5
EREG	5.1
SLC27A2	12.9
SLC27A2	17.6
GSR	96
AKAP7	69.8
AKAP7	16.4
CPEB3	45.6
F12	24.8
FAM50B	74.6
FMO5	25.4
DUSP9	2.6
KLK7	58.1
RAMP2	4.5
BIK	6.6
VPS9D1	16
FGF7	349.9
KLK13	58.8
ARVCF	38
ITGAM	76.1
ITGAM	112.6
LOC441155	126.5
LOC441155	656
CD1D	24
SKAP1	77.4
ZNF230	27.3
WISP2	10.2
TNK1	105.7
NOVA1	42.2
NRXN3	45.4
TCP11L1	41.1
TCP11L1	43.9
IL7R	26.3
SLC3A1	56.2
SLC3A1	3.9
RASGRP3	4.6
TRPC1	138.8
TRPC1	104.8
TRAF3IP3	14.4
ROR1	133.5
ROM1	51.6
TUFT1	299.2
ASPH	9
WASL	9.8
WASL	10.2
POLG2	99.2
TMED9	774.1
MAT1A	9.7
GRM3	39.8
REG3A	19.2
ITGB8	17.5
SIX1	5.4
BRINP1	68
MARCO	12.1
APOC3	6.8
KLRC4-KLRK1	96.7
HMGCS1	57.5
RGS12	60
HSPB2	10.6
PCSK1	6.5
MYOM2	31.2
CCK	36.8
MMP3	46.5
HSD17B1	11.2
CLGN	12.5
CD2	42.7
CPA4	142.1
PART1	3.5
PART1	16.3
YTHDC2	13.4
YTHDC2	66.4
GYPA	0.9
GYPA	24.5
TSPOAP1	42.9
GH1	29.1
JAK2	29.3
JAK2	120.3
CRAT	14.4
VNN1	14.8
CACNA1H	8.3
PTPRB	38.5
PRSS22	61.2
GAS2	24.8
UQCRB	1123.8
GABRB3	34.8
NME6	94.9
CDK5R2	4.4
ZBTB7B	11.2
TULP3	63.7
ZNF197	30.6
SLC14A1	17.9
SLC18A2	3.1
NGFR	10.9
LY86	182.4
FOLH1B	3.1
SPIB	52.7
GREB1	1.4
S100A12	54.2
SLC7A4	134.4
ARID3A	35.2
FCN3	29
PTPN11	1.7
PTPN11	4.5
PRSS2	2.7
BDKRB2	19.7
PLGLB1	13.5
PDE4DIP	38.3
PIGL	138.6
ITPKA	6.3
ATRIP	25.9
LIFR	22.1
ZC3H7B	54.5
POU6F1	29.3
RET	101.9
PRKD1	124.7
ZNF74	32.6
ADD3	177.6
ZBTB16	64.7
ITGA4	3.7
ITGA4	35.7
REG1B	15.4
MSH3	27.9
JAKMIP2	30.2
JAKMIP2	23.2
UBD	20.1
ADORA2B	33.3
FABP1	3
NLGN1	68
ARSE	28.6
NOLC1	112.7
SLC22A4	88.4
NFATC4	49.7
CX3CR1	13.5
CCNA1	28.9
KRT1	56.8
PNOC	42.1
KCNN3	2.7
KCNN3	2.8
MICA	68.3
MICA	25.3
FOXJ1	5.1
OMD	10.1
OMD	20.6
POLE2	33
CEL	1.3
PTH1R	12.5
PNLIP	2.3
PLIN1	14.1
GRIN1	2.2
GRIN1	15.7
S100A7	1.8
ZNF264	93
SLC4A3	3.7
HBE1	14.4
SLC6A6	2.8
SLC6A6	14
VNN2	3.9
RELN	39
RAB3B	59.7
RAB3B	15.4
IL27RA	65
CTSE	88.3
ZNF443	89.8
GPA33	29.4
GTF2E1	93.2
LOC401317	2.6
MSX1	52.4
SETBP1	66.1
PLCL1	10.7
FOXF1	18.2
HK3	6.8
CGREF1	12.1
PPM1E	3.1
CYP3A7-CYP3A51P	45.7
MYH3	1.1
COL10A1	49.8
ACSM3	11.7
TDO2	42.2
CLTCL1	42.8
IL6R	34.2
VIPR2	51.3
VIPR2	15.7
PTPRT	12.3
CA1	30.3
CA1	44.6
MYH1	15.5
KCNK3	7.5
LRIG2	122.3
RXRG	47
TAF6L	8.8
PSMC3IP	48
PLXNB3	6.6
CSHL1	2.5
MMP13	4.9
PDK4	6.9
PSIP1	218
PAK2	21.4
DNAJA3	149.2
ZNF426	37.2
BATF	52.6
TAF13	14.6
HIST2H4B	359.8
KCNS3	16.8
AADAC	6.5
MT3	40.4
CTRB2	31.5
SLC38A3	29.5
FEZ1	39.7
HOXD1	10.2
HOXD1	80.3
FASTKD2	13.4
EPHA1	34.7
KL	26.4
SCGB2A1	0.8
PRR5-ARHGAP8	3.7
ING2	66.3
SFTPC	5.4
DPEP1	70.6
CRHBP	62.3
CLCNKB	3.7
AATK	116.4
CD1C	4.7
CD84	108.9
MOG	6.6
WNT5A	136.3
PRRX1	105.3
IL15	314.1
TBX2	22.9
ELK4	3.8
IQCB1	128.1
AK2	85.1
ADAM28	25.8
CYP3A4	223
CYP3A4	32.4
MEP1A	8.1
NPY	70.3
ADGRG2	17.8
CEP135	84.9
TGM3	30.6
CEP162	48.5
CEP162	55.4
PRG4	428.4
TGM1	255.5
ITGA9	10
HABP2	43.1
CASP1	150.9
LEFTY1	53.5
ACTL6B	4
ACTL6B	3
FOXJ3	229.7
CCDC22	31.3
KIAA0319	33.7
FOXG1	1.7
RBM19	6.7
SOCS6	28.8
SCAND2P	11.2
NDP	24.8
NMU	1264
HPD	7.9
TNFAIP6	80.7
TNFAIP6	26.1
S100A3	8.3
MERTK	103.1
ANKRD1	1.1
ASPA	23.7
USP5	132.1
DSC3	15.6
DSC3	28.4
SERPINB8	62
REL	55.4
REL	38.7
KYAT1	113.6
NR2C2	51.7
RAB33A	21.9
MAPK11	4
SNURF	193.9
ATP2C2	12.8
KIAA1549	52.6
NOL4	4.2
ADAM23	41.8
GNB3	62.7
OVOL2	31
SELP	133.6
RNH1	172.2
ELAVL4	49.8
SLBP	243
ZNF510	71.2
KNG1	5
SNRPA1	163.5
SPN	72
SPN	85.6
SLC6A12	80.7
ZNF91	278.2
PTPN22	17.5
DICER1	33.9
GUCA1A	30.4
PPIL2	59.9
PPIL2	42.8
DPYS	2.5
RAD51C	73.1
WT1	836.2
ACADL	24.3
ACADL	5.5
EPHA3	3.3
EPHA3	3.3
UCN	2.1
COLQ	9.6
HMGA1	28.5
CSNK2A1	83.8
LRRC23	10
KEL	23.3
KALRN	34.9
CHML	5.5
PLCH2	35.7
SLC24A1	77.2
HCP5	99.4
ADGRB1	21
PTPRR	2.9
CTH	20.7
HFE	93.4
HFE	270.3
LRRC37A3	39.2
NELL1	6.8
TSNAX-DISC1	57.8
MATN3	5.4
RTEL1	21.8
TNXB	58.6
UGT1A3	86.2
SRSF10	272.6
ZNF35	77.3
SLC22A18AS	76.7
ZBTB6	28.2
PRKCH	56.1
CPM	52.2
ECM2	99
GINS1	52.5
RAC3	6.7
ISL1	6.1
AFF2	83.1
MAPK12	14.8
RGS11	5.6
SRSF6	38.7
FUT1	37.2
HIST1H3F	124.2
RNASE2	126.1
ANKRD7	24.3
RAB5A	152.7
EPHA4	8.2
EGR3	28.7
TPM1	174.5
TPM1	3.4
STAT4	78.3
BHMT	8.4
CD33	7.2
AMPD1	22
SOX15	14.7
LLGL1	56
LLGL1	5.9
KLK8	57.5
CXCR5	6
ELK3	14
ADRA2C	13.5
ARSB	21.3
ASGR2	3.1
CLPS	21.1
MCC	91.5
XAF1	811.1
ADAMDEC1	42.2
ST18	2.9
FZD5	8.6
RIMS2	45.2
PI4KB	137.1
PI4KB	69.3
LHX2	2.8
MOCS3	68.8
ZNF135	1.5
SLC26A3	16.8
MAGI1	31.8
RHAG	10.6
RHAG	5.1
SCML2	210.1
IL3RA	6.7
CHP2	6.2
CD27	39
CELA3B	38.5
AGAP2	30.4
CYP4F11	1.1
RLBP1	73.3
ABCC2	3.4
GJB5	7.3
PTX3	22.1
CNBP	1098.6
GDF10	23.3
APOBEC2	28.2
SYT5	18
SYT5	13.1
MIR548F5	28.5
CLCA2	4.4
CLCA2	40.5
CLCA2	24.2
ARHGAP6	4.4
ZC3H7B	52.5
ZC3H7B	104.1
ADRB2	52.1
ADORA3	137.2
IL13RA2	4.5
GABPB1	20.1
PPP6C	196.3
ZNF222	19.3
BMP6	73.2
ARG1	26.4
PLA2G5	19.3
TPPP	34
ZNF747	212.1
SLAMF1	31.8
ZNF134	39.6
LOC101929134	72.2
CRKL	76.8
CRYBB1	7.5
MPP3	130
PTGIR	15.7
ZNF623	60.5
UNC5C	37
GPR17	3.3
ENTPD3	49.5
CDSN	10.3
CDSN	5.4
HOXC4	91.9
GH2	4
RUNDC3A	81.3
NME5	107.9
CEACAM7	2.6
CEACAM7	91.9
ANXA11	380.3
MEOX2	20.6
MEOX2	2.8
RCVRN	10
GRB14	12.7
MPHOSPH9	2.5
CD180	43.1
CLC	31.8
CA4	2
CA4	47.5
CETP	2.6
SELE	31.9
CPA2	114.8
WNT10B	21.9
PLA2G7	57.3
OPCML	56.8
SRPK3	76.2
EDA	25.4
MAGEB2	23.4
VAV1	49
RASA3	37.6
RASA3	2.4
TNFRSF10C	22.1
LMTK2	26.5
CST1	7.2
ZNF507	59.1
HRG	40.3
CILP	91.7
PAX2	30.6
PAX2	6.9
LHX1	2.4
KCNN1	58.7
B4GALT6	6.1
B4GALT6	35.4
MMP17	48.4
LIG4	12.5
GPR4	40.8
NRG1	5.5
YAF2	88.9
SPINK1	10.1
ZNF136	104.9
KPNA5	24
TM4SF5	25.5
TIMP4	3.1
CR1	11.5
IVNS1ABP	270.7
PFKFB4	4.8
MICB	52.7
PRKCE	39
MAP3K13	1.4
AVPR1A	4.7
AVPR1A	16.2
AVPR1A	28.1
DLG2	17.8
EGF	13.8
BLK	13
CPN1	102.6
CCDC9	128.3
ST8SIA5	20.2
PROC	2.4
TGM4	11.1
ZNF239	62.7
ADH1C	32.1
FMO4	136
GPLD1	49.8
GPLD1	5.2
GPLD1	4.9
MATK	45.9
LEFTY1	32.2
GCM1	6.3
PRKCG	4.2
TLR3	109
SPHAR	66
PRELID3A	6.8
CROCC	42.2
MICAL2	23.8
LY6D	8.5
P2RY2	5.4
PTAFR	24.1
PRKY	8.8
CDH18	5.4
ADCYAP1	163.6
NEUROD1	3.5
TAL1	22
CLTB	85.5
NPHP1	16.2
TDGF1P3	12.1
ITIH4	6.4
PGGT1B	29.8
HOXA4	25.2
RGS7	24.8
NTS	6.6
SULT2A1	44.2
SULT2A1	20.2
HSD3B2	22.3
IL18	320.9
MAP4K1	4.3
CTRC	64.2
ARHGAP22	14.3
FAM155B	33.6
PTHLH	15.2
TEC	3
NUDT4P1	133.7
NUDT4P1	117.6
MYBPH	32.3
C8A	7.1
RYR3	8.9
FOXD1	8.8
TRDMT1	33.8
LECT1	48.3
SPINK2	11.3
PLA2G1B	13.7
GUCY2C	6.2
HLA-DOA	32.9
ZKSCAN7	44.4
CRLF1	7.1
KNTC1	47.7
ABCB8	7.6
EPPIN-WFDC6	34.4
EPPIN-WFDC6	35.3
SMAD9	5.7
RFX1	3.1
SYN3	8.6
OPHN1	955.1
DAPK2	47.6
SERPINA6	11.4
GRP	9.4
CDH15	10.9
CDH15	15.8
EXTL1	2.9
SHC3	4.9
CALCRL	16.8
IFI16	411.1
MSI1	8
LIPF	7.8
GALNS	71.6
CXCL6	35.6
CCR7	48.1
ELAVL3	5.4
CARTPT	79.5
NR1H4	23.8
IL2RA	3.8
IDS	70.5
NRG1	21.4
PON1	26.5
PON1	12.2
PRLR	13
PDK3	37.6
PDK3	2.9
LGI1	2.6
APCS	35.4
PEX10	26.7
PEX10	92.4
COX6A2	27.8
SLCO1B3	5.3
GNAL	15.8
GNAL	12.1
OPA3	2.8
PRM1	11.3
SOCS3	26.7
SOCS3	62.9
PTGDR2	10.9
MAP3K10	6.6
MAF	63.8
KIF14	42.2
XCL1	35.5
XCL1	30
REN	11
CPLX2	13.3
PIK3CG	9.9
PIK3CG	9.4
FOLR3	5
MYF6	1.5
ZIC1	4.9
LOC101927562	10
HSPB3	21.2
SLC6A15	4.8
FOXF2	35
SCGB2A2	10.1
EYA3	4.5
CFP	3.7
SCN2A	5.7
BDNF	56.7
G3BP2	73.8
CACNG3	3.3
ANK3	2.7
SERPINA7	12.6
CDX2	4.5
PDE3A	68.7
PDE3A	5.9
PF4	41.9
RARRES1	443.8
RARRES1	1977.7
TNNI2	5.7
MYBPC2	4
DGKG	3.3
SLC1A1	23.7
CERS1	7.6
CD19	42.1
LOC100507353	3.7
LGALS7B	1.8
MAPT	17.3
NPFF	5
ZNF536	80.4
FGF9	347.8
USP32	224.2
SMCP	7
CCL13	17.7
LRRTM2	23.2
TIAM1	5.3
NR0B2	10.9
ABL2	78.3
FER	40
TCL1B	37.8
ASAP2	133.3
TLL1	3.8
ZNF205	23.6
CNGA1	33.5
NOX1	22.5
RORC	76.5
IGSF6	69.5
SERPINB7	14.5
GCG	7.2
ANGPTL7	5.9
CYP26A1	86.7
TRPC3	39.8
MLANA	25.9
MLANA	61.1
ZNF143	3.2
F2RL1	39.4
CDX1	11.5
TBC1D9B	207.4
HAS2	5.4
SPOCK3	13
SPOCK3	7.3
B4GALNT1	11.2
MPPED1	100.4
S1PR4	23.7
TCTN2	292.2
EPYC	16.3
LIN7A	2.7
COMMD4	118.7
SEMG1	2.4
RORB	3.6
PDE1B	5
PRMT1	205.9
CELA2A	2.4
CELA2A	1.9
ZNF365	12.9
MASP1	25.2
DBH	2.1
TBCCD1	39.5
PTPA	69.2
NDRG2	23.9
RHO	17.9
RHO	18.7
GABRA5	12.6
DIO1	24.8
WNT2B	206
WNT2B	84.5
AJAP1	37.8
MT1H	788.6
NTRK3	53
DHRS2	8.1
BMX	8
ACSBG1	23.4
ACSBG1	5.7
RTEL1-TNFRSF6B	51
METTL13	31
AKR7A3	67.3
PLXNC1	5.4
PLXNC1	31.9
TLE3	52.1
MBTPS2	56.1
CDK17	55.2
GH1	6.7
NOVA2	3.5
NOVA2	11.2
FAM30A	37.6
TRPM1	11.4
LTC4S	5.5
LDB2	3.3
PTK6	2.9
LRRC6	67.2
XPNPEP2	30.5
CD5	16.8
LAG3	56.3
SUN1	2.7
CD36	42.4
DLGAP1	12.1
DLGAP1	3.5
NAPA	148.6
FHIT	38.8
ITGA2B	50.4
ITGA2B	4.1
HINFP	44.5
FMO3	3.7
COA1	24
OCA2	31.4
RCC1	69
MIS18BP1	53.9
ETV1	89.1
INSM1	2.8
PML	4.2
CYP24A1	8.1
UGT2B4	1
SUPT3H	32.4
ZSCAN12	27.3
CD70	40.3
PIP	53.2
SIX2	53.3
SIX2	89.3
ZRSR1	2.5
AIM2	82.2
CYP4F2	9.3
CYP4F3	29.4
MIR4321	12.3
CDH16	10.6
RGS9	4.9
SIGLEC6	2.1
SIGLEC6	95.4
GTF2A1	9.3
MGAM	1.9
CYTH3	3.4
T	18.3
GABRR1	39.5
RIBC2	3.9
ABAT	66.4
TRPC6	19.6
SLC26A4	21.9
RAB30	66.8
DPF1	8.9
SMARCB1	15.6
CHRNA5	19.2
GRIN2A	20.3
SLC2A2	2.4
XIAP	45.4
XIAP	30
MRAS	4.7
CYP4F12	61.2
GLB1L	85.3
KLKB1	18.6
SMARCA2	348.9
SMARCA2	25.9
SMARCA2	295.8
CD28	27.7
SYCP2	21.7
PPEF1	8.3
206548_at	47.7
INSL4	39.7
NUP155	76.8
KLHL24	138.6
TAC1	15.6
OAS2	135.9
SETMAR	32.3
THUMPD1	137.9
CLUL1	30.5
ZNF702P	39.8
SIM2	36.4
206559_x_at	10325.6
MIA	9.7
AKR1B10	66.8
CSNK1A1	363.7
OPRL1	3.4
OPRL1	39.6
SMA4	3.3
SLC7A1	5.7
PHF20	106.8
TNP1	13.5
IL24	11.1
PSG11	9.8
MAP4K4	91.9
ZNF85	157.2
KCNQ3	59.1
PTP4A3	9.5
CDKL5	14.6
CEACAM1	68.1
VIP	2.5
NKX2-5	34.5
ZKSCAN8	45
EFEMP2	219.6
BNC1	221.8
ADGRG1	5.3
KRBOX4	44.8
LY96	185.7
MKRN3	23
CNR2	112.3
CCT6B	87.9
DAZL	18.5
GFI1	6.5
DRD2	89.4
RAG1	32.9
AP3D1	405.1
MED22	42.8
PASK	10.4
CST6	226.2
NRL	3.5
NRL	4.7
INS	1.9
SLC16A5	3.5
SLC16A5	94.6
LOC401021	22.6
LOC401021	3.2
SLC2A4	32.2
OVOL1	8.4
ENDOU	8.2
LIPC	4.9
CBL	8.7
RPGRIP1	59.6
MAGEC1	33.5
F11	35.5
C2orf27A	40.6
CACNG1	7.4
TAF1A	44.1
GDF5	11.6
ADAM22	3.3
ADAM22	3.3
RENBP	8.4
IL18R1	26.4
DKK4	5
GRAP	24.2
EIF4H	308.2
TRH	7.6
PDE6A	50.5
USP9Y	57.3
PRPH2	83.9
SSX1	27.4
SSX1	0.9
SLC5A1	36.8
ADAMTSL2	5.9
TYR	58.8
PTGER2	32.8
APOBEC3B	54.8
CHRNA1	35.4
SIX3	29.6
CHRNB2	71.1
RASA2	27.6
P2RY14	2.4
HTR2B	32.7
HTN1	27.1
GAGE12D	41.2
TNFRSF17	4.6
DSG1	5.3
HAL	30
NR0B1	47.3
NR0B1	26.8
GLI1	12.3
HBZ	3.6
ZNF571	6.2
TFE3	52.4
IQCC	8.3
CPB2	5.5
ZMYM5	11.7
POLR3G	23.7
POLR3G	13.5
SEPT5-GP1BB	4.6
APMAP	289
MYOD1	11.7
UPK3B	529.6
206659_at	9.4
IGLL1	20.1
DBF4B	34
GLRX	159.1
SP4	26.7
SI	1.9
BCL2L1	4.8
GZMK	106.6
SCAMP1	33.6
SCAMP1	53.2
GAD1	2.6
GAD1	35.3
SAG	40.5
AQP2	99.8
GPR176	32.2
FLT3	76
SKIL	33.8
CEACAM8	1.2
KRT31	42.8
GABRA1	7.1
APBA1	28.7
CD5L	31.5
GP2	59.9
CLEC10A	57.9
ZNF165	4.5
ATF7	48.8
HCG4	5.7
PDK1	5.2
PTPN6	92.9
CPSF4	125.7
KAT5	78
ASIC2	4.9
PDIA2	172.2
KCNJ10	3.7
IL7	30
PNLIPRP1	10.5
ZNF43	148.4
GPR143	14.5
HP	411.7
XK	4.5
NPAS1	11.5
KDM5D	117.5
EDNRB	40.2
TEK	20.1
CHRNB1	53.4
CLCN5	53.9
TULP1	19.9
NTF3	10.2
FAM65B	58.4
FOXN2	55.4
GPT	41.4
EPB41L3	66.7
TMEM257	4.3
GRTP1	5.5
NTNG1	107.7
ALOX15B	49.9
TFEC	96.1
UMOD	38
MYH8	20.3
LMO1	37.5
SYNGR4	42
MGAT5	12.9
CCDC181	13.2
LPAR2	73.8
LPAR2	86.7
CBX4	35.2
BMP1	25.4
HPGDS	73
C9	2.7
ECE2	25.2
TNFRSF8	52.6
GRIA3	6.9
CNKSR2	42.9
SLITRK3	49.8
TULP2	89.2
JRKL	52.5
CHRNA4	8.5
CHRNA4	46.4
WNT11	3.9
APOC4-APOC2	54.9
HOXC5	17.7
SYCP1	14.2
SSUH2	10
PIR-FIGF	58.9
ASGR1	18.5
ZMYM5	60
HOXC11	76.2
BFSP1	2.9
GPRIN2	71.3
SPAG9	75.4
CD1B	19.3
MAFK	2
PCYT1B	6.6
DFFB	16.4
RDH16	169.2
CYP2B7P	8.2
CYP2B6	7.6
CHST7	5.2
PDE5A	14.3
EDN2	29.3
FCER2	4.4
FCER2	2.5
CD96	9.6
KCNA5	3.3
FKBP6	58.9
MPPE1	172
KCNJ2	67.9
ITGA10	115.2
RBMS3	50.1
RPL3L	3.2
TMSB4Y	56.8
SLC35A3	84.3
UPK3A	3.1
PTH2R	39.7
LY6H	22.9
FRMPD1	28.7
CUBN	40.1
ACRV1	102.3
CRYBB2P1	4
CRYBB2	8.7
ASMT	20.4
GAD2	47.1
DNAJC4	47.2
DNAJC4	57.9
FGF4	169.4
AQP8	7.9
KLRC2	32.9
HTN3	4.1
BRDT	3.2
CBFB	55.2
POU2F1	53.4
NDUFB1	671.8
LOC729966	78.9
LOC729966	745.4
PNMT	42.2
ERBB4	18.8
F2RL2	18
WISP1	56.5
NAT2	12.8
DLEC1	10.2
SCGB1D2	17.4
MTHFR	14.9
NPPB	8.4
PAX5	24.8
PDYN	3.5
CD3G	10.9
SEMA3A	5.9
DGKI	24.3
ADD2	4.3
HNRNPA3P1	29
HNRNPA3	178.1
LOC101060181	1.9
ADCY8	5.7
ADRB3	5.4
CTF1	5.7
NGF	27.2
SPAG8	5.2
SPAG8	8.2
CELF3	14.4
CNNM2	84.5
POM121L9P	5.8
AGFG2	4.8
AGFG2	15.2
L3MBTL1	10.2
L3MBTL1	23.6
CES1P1	3.3
OXTR	156
PMP2	22.5
TRPV6	8.9
TXK	40.3
ZNF430	105
SLC4A10	9.8
ARSD	7.8
SEMA3F	41.9
LOC101927144	53.6
HBD	9.6
STATH	26
SLC6A3	55.2
ALX1	10.6
TBX19	6.3
C22orf31	31.2
AFM	43.4
PDE6H	1.3
KCND1	5.4
CRYBA4	2
FBP2	2.8
RNF40	92.2
HDAC6	157.8
HOXA7	16.4
COX20	36.9
GABRG2	13.8
RASL10A	35.4
RNASE3	85.9
EPHA7	7
MAP3K7	138.6
MAP3K7	119.7
HYAL2	114.7
LILRB5	39.5
FKBP1B	4.1
HOXC6	35.5
PAEP	7.6
MIOS	122.9
CGGBP1	157.6
ZNF254	45
HRK	4.3
HRK	1.4
HRK	7.2
CDH4	7.2
GCKR	63.7
STARD8	78.2
CHAD	6.7
PPARA	20.5
ELANE	6.3
SLC17A1	50.7
CA6	35.6
SLK	109.1
SLK	108.2
SIM1	2.6
MXD1	6
DAO	92.8
NRG2	2.2
P2RX6	95.2
LILRA3	33.1
SLC1A6	5.9
GP9	17.6
SCEL	39.9
GH1	8.3
GH1	10.1
ACKR2	60.9
ARHGDIG	64.5
PDIA2	3.6
IL12RB1	6
ACTN3	40.3
AMHR2	5.1
SALL1	13.7
APOA4	30.8
PPP1R3A	3.1
GNG7	22.8
PAGE1	20.7
CDH19	8.4
NTSR2	2.8
ZNF253	87.1
C19orf57	18.3
EXOG	2.8
EXOG	7.1
MATN1	44.6
MATN1	7
ICAM5	54.5
TNFSF9	28.9
CLDN11	12.1
AF068863	7.6
CFHR2	94.8
TRIM25	27.2
FOXE1	1.8
BAAT	7.2
CRTAM	16.8
NKX2-2	18.8
TAT	21.1
GNA13	71.8
CPNE1	123.4
ELK4	13.4
GLE1	112.4
GLE1	22.7
VCY1B	23.6
PRKCA	1.9
IL11	22
ST8SIA4	41.5
IL11	61.3
GUCY1A2	35.3
ZNF124	15
NFIC	7
GLYAT	46.6
ZNF141	6.2
CH25H	57.7
H6PD	16.1
SIRPB1	33.8
PCDH8	1.9
206936_x_at	266.7
SPTA1	21.6
SRD5A2	63.7
DCC	49.3
POU4F1	43.9
SEMA3E	5.5
PMCH	49
TGFBR1	51.3
HTR6	34.7
LCT	66.2
HCN4	17.9
B3GALT5	38.7
NEU3	57.3
RUSC1	139.2
SCN9A	1.6
HIST1H4E	35.5
G6PC	4.6
ADGRL2	255.5
WT1-AS	71
LOC101930168	8.9
PMF1-BGLAP	24.3
AGXT	25.1
UPF3A	75
UPF3A	43.7
LPAR4	17
MED20	8.6
206962_x_at	29.7
NAT8B	57.8
NAT8B	15.4
KLF12	8.4
KLF12	48.8
CCNT1	65.5
NFRKB	94.4
LOC100653049	8.7
CNTN2	5.5
GPR161	42.6
GPR161	6.6
PPFIA2	11.3
CXCR6	49.4
LTA	4.4
HSPH1	212.2
PTH	13.5
