Name,logFC,logCPM,F,PValue,FDR
DAB2IP,-0.185073972,8.078936377,2.898913325,0.110326776,0.439005202
MAPKAPK5,0.183716919,4.862235983,2.897912176,0.110382957,0.439097877
CDC14A,-0.556408465,1.123463855,2.895372578,0.110525627,0.439426328
HECA,-0.214765822,4.614161279,2.895270674,0.110531357,0.439426328
ARPC3,0.139227846,8.432457272,2.890186322,0.110817678,0.440302034
NSUN5P1,0.312675164,2.856875254,2.889576529,0.110852078,0.440302034
CS,0.146531921,7.735672688,2.889146251,0.11087636,0.440302034
PCDH12,0.66253289,0.497695026,2.888220812,0.110928605,0.440302034
RPL36AL,0.148172704,8.362832494,2.887689198,0.110958631,0.440302034
EDA,-0.49266836,1.567075555,2.88738882,0.110975601,0.440302034
KIF20A,-0.20873627,4.700896379,2.886311094,0.111036513,0.440302034
WASF3,-0.269333932,3.359064407,2.885972563,0.111055655,0.440302034
TRAM1,-0.454592404,8.197835272,2.885593262,0.111077107,0.440302034
PAG1,-0.351633981,2.322121496,2.884280603,0.111151385,0.440302034
PRMT8,-1.089337865,-0.891005876,2.883777022,0.111179897,0.440302034
URGCP,0.185847234,5.283506437,2.882944767,0.111227037,0.440302034
NUF2,-0.334431792,2.37333925,2.882776516,0.111236569,0.440302034
DRAM2,-0.193832301,5.750681026,2.88254343,0.111249777,0.440302034
USP45,-0.328472488,3.025301727,2.881902024,0.111286133,0.440302034
PLEKHA7,-0.208448251,4.556046283,2.880809106,0.111348114,0.440302034
PPP1CB,-0.171105728,7.67168995,2.880734248,0.111352361,0.440302034
ARHGEF35,0.329946834,2.617792324,2.880644582,0.111357448,0.440302034
LINC00160,-1.019738203,-0.770777982,2.880277544,0.111378275,0.440302034
CRYZ,-0.190745391,5.575321041,2.87738218,0.111542732,0.440821632
DMXL2,-0.183536129,4.965378916,2.87557356,0.111645612,0.441074163
DHX30,0.203572618,5.992904912,2.875097519,0.111672709,0.441074163
RWDD1,-0.257433229,5.610312652,2.873903101,0.111740735,0.441212306
PRDX2,0.168613058,6.888303135,2.873025487,0.111790749,0.441279273
LRRC40,-0.379649531,4.056145714,2.871485136,0.111878598,0.441454173
MED14,-0.154676935,6.160052585,2.870927364,0.11191043,0.441454173
SLC1A4,-0.177815805,5.263212257,2.870509917,0.11193426,0.441454173
TRIM41,-0.173238384,5.792365404,2.869416125,0.11199673,0.441570096
CIT,-0.236525333,3.824267634,2.868683207,0.112038613,0.441571018
KNTC1,-0.240509405,3.660970152,2.867686979,0.112095573,0.441571018
SLC27A4,0.237816005,4.911345535,2.867676131,0.112096193,0.441571018
NKIRAS1,0.274028698,3.388098386,2.866819074,0.112145225,0.441625525
HLTF,-0.231071192,4.601469959,2.865731089,0.112207505,0.441625525
ACOT9,0.161508589,6.178035939,2.86524537,0.112235323,0.441625525
DOCK5,0.143461383,7.031565023,2.864814547,0.112260004,0.441625525
STT3B,-0.167053653,7.155920037,2.864033923,0.112304741,0.441625525
DMRTA1,-0.741168446,0.693261265,2.863896359,0.112312627,0.441625525
FOXL1,-0.433887664,1.410311646,2.862897739,0.112369894,0.441625525
P2RY1,-0.434516674,1.365348881,2.86281439,0.112374675,0.441625525
GBGT1,0.327027598,2.28349663,2.860920896,0.112483362,0.441910342
USP48,-0.152426287,6.895466038,2.860398814,0.112513352,0.441910342
KCTD18,-0.1944895,5.226135757,2.858507514,0.112622076,0.442107086
IKBKG,0.279275962,3.329708453,2.85837536,0.112629678,0.442107086
MAP3K1,-0.223557354,4.2251001,2.857660421,0.112670814,0.442138555
DSTYK,-0.182066475,5.267912523,2.856718248,0.112725052,0.442221406
TERF1,-0.231881906,4.368940553,2.852608672,0.112962,0.44295514
GLB1L3,0.4438373,1.659821976,2.852323828,0.112978446,0.44295514
VPS41,-0.166444688,6.408708555,2.851009654,0.113054359,0.443077378
DUSP7,0.196269514,7.303214759,2.850396898,0.113089776,0.443077378
SERPINE2,-0.149068003,7.461498794,2.850061088,0.113109191,0.443077378
RHBDL1,-0.657154852,0.32905372,2.847868103,0.113236082,0.443388752
NDRG3,-0.149635821,6.304233684,2.84707136,0.113282226,0.443388752
TMX1,-0.179915581,5.455295156,2.846881712,0.113293213,0.443388752
ZNF320,-0.218387741,5.606145663,2.845983616,0.113345261,0.443388752
THAP3,0.30926515,3.009814046,2.845792288,0.113356352,0.443388752
HPDL,-1.252231314,-0.919787538,2.845247285,0.113387955,0.443388752
VKORC1L1,-0.249717144,3.768882509,2.842600634,0.113541576,0.443859456
TIGD4,-1.239874514,-1.021512546,2.84154521,0.113602907,0.443969207
ING3,-0.358443573,2.366354161,2.838388096,0.113786609,0.444483248
CHIC1,-0.463691655,1.657973713,2.837835711,0.113818788,0.444483248
P4HTM,-0.430581134,2.258545711,2.837196825,0.113856019,0.444483248
ARHGEF37,0.143571277,6.646922442,2.836997834,0.113867619,0.444483248
STAT6,0.135890703,8.065074735,2.835946678,0.113928915,0.444592522
NUP153,-0.184075954,5.833451104,2.83417378,0.11403239,0.444728673
FAM122C,0.729683413,0.142544503,2.834068217,0.114038555,0.444728673
PSEN1,0.138739675,7.0012666,2.833382583,0.114078605,0.444728673
ARMC2,-0.517628882,1.039928794,2.833066793,0.114097057,0.444728673
EGOT,1.342945827,-0.974080253,2.832012661,0.114158677,0.444790662
MIR429,-1.029139739,-0.691711873,2.831654977,0.114179595,0.444790662
PSMA7,0.158199506,6.620078716,2.830810617,0.114228994,0.444853287
ATRN,-0.137714826,7.317568261,2.827587408,0.114417804,0.445445848
ZNF197,-0.220053944,4.36184412,2.827074489,0.114447884,0.445445848
LOC100130691,-0.576979251,1.358530722,2.824526098,0.114597481,0.445898097
SLC30A1,-0.272113244,3.378086786,2.823668872,0.114647856,0.445948487
ARRDC3,-0.173603323,6.662192466,2.823145254,0.114678639,0.445948487
SDHAP1,0.409627844,1.574424549,2.822157239,0.114736752,0.445948487
CHP1,-0.14378423,7.43874459,2.821876155,0.114753292,0.445948487
ALG11,-0.453759996,2.401667621,2.821465616,0.114777453,0.445948487
ZNRF2,-0.223534566,4.073103736,2.819654639,0.11488411,0.446233014
GTF2F1,0.180128029,6.490229749,2.81793114,0.114985727,0.446478893
HELB,-0.755142756,0.621467512,2.817446841,0.115014301,0.446478893
EIF4G3,0.14233051,7.978025457,2.815947196,0.115102835,0.446692687
PELO,0.194939315,4.849299876,2.811387068,0.11537256,0.447609321
PIGR,0.437027393,2.394132865,2.808222467,0.115560194,0.447886812
TMEM47,-0.454839916,1.404034159,2.80811442,0.115566607,0.447886812
DUS1L,0.275205667,5.147679811,2.808041771,0.115570919,0.447886812
EMP1,0.176069701,7.255082787,2.807728462,0.115589518,0.447886812
ZNF546,-0.799022325,-0.097654635,2.807163194,0.115623083,0.447886812
CCDC28A,-0.267792512,3.651374691,2.806787772,0.115645381,0.447886812
ZNF485,0.367410496,1.922184203,2.805400803,0.115727808,0.44793883
SEPHS2,-0.166509884,5.918270337,2.805239001,0.115737428,0.44793883
EXOC5,-0.261374746,5.626390484,2.804868299,0.115759473,0.44793883
DKC1,0.155712689,6.623557165,2.802316046,0.115911389,0.44829112
OMA1,-0.35293477,4.564837367,2.80221054,0.115917674,0.44829112
IFT81,-0.260288444,4.580626385,2.799794208,0.116061733,0.448718254
LOC100288748,-1.459296343,-1.440547707,2.797840473,0.116178371,0.449039159
HCAR1,-0.892737716,-0.005375585,2.797246009,0.116213889,0.449046431
TMEM71,1.946631297,-1.473063472,2.792877714,0.116475292,0.449915928
FLJ23867,0.139447737,7.12370863,2.791869762,0.11653571,0.449915928
TUBB2B,0.792276607,0.031598635,2.791797871,0.116540021,0.449915928
NUSAP1,-0.206210086,4.890881132,2.788481508,0.116739088,0.450465063
MORC2,0.154552291,6.378390776,2.788304132,0.116749747,0.450465063
LUC7L3,-0.187030511,8.909704443,2.785675662,0.116907834,0.450838156
TRIM6,-0.27631211,4.249691468,2.784548375,0.116975714,0.450838156
FXR1,-0.14856558,7.453135326,2.784499782,0.116978641,0.450838156
SNORD101,1.075717137,-0.3134264,2.784401983,0.116984532,0.450838156
EED,-0.224037823,3.764311978,2.783365974,0.117046964,0.450838156
UHRF1,0.298476444,3.702204579,2.783331081,0.117049067,0.450838156
PAQR6,-0.385729431,2.309125422,2.78194883,0.117132429,0.450971547
MYO16,-1.183991902,-0.846330591,2.781636747,0.11715126,0.450971547
CALHM2,-0.626450879,0.647517316,2.780225807,0.117236443,0.451105443
LAMP1,-0.142394912,8.594890572,2.779941378,0.117253625,0.451105443
ZNF81,-0.256062344,3.522228846,2.778280439,0.117354016,0.451361598
LOC642846,0.513570661,1.371128497,2.776759666,0.117446026,0.451559249
ITFG2,-0.266643511,3.303633928,2.776313222,0.117473054,0.451559249
ICAM4,-0.414008242,1.973956198,2.77422158,0.117599783,0.451759633
TTC17,-0.145780992,6.54971827,2.773253918,0.117658469,0.451759633
LZTFL1,-0.337783542,2.895687275,2.773143561,0.117665164,0.451759633
CREB5,0.387854105,1.857189816,2.772390921,0.117710837,0.451759633
IL17RC,0.26550648,3.193658948,2.772262,0.117718662,0.451759633
RAB14,-0.206203279,6.530961935,2.771902489,0.117740488,0.451759633
ARHGEF18,0.174609999,6.327820459,2.771547213,0.117762062,0.451759633
RPS14,0.148171693,8.814427399,2.769980444,0.117857259,0.451979126
EIF2B2,0.170847116,5.85466806,2.768944537,0.117920252,0.451979126
PNPLA3,0.274141539,3.968949648,2.768934766,0.117920846,0.451979126
PCSK7,0.162148492,5.691322521,2.767765528,0.117991997,0.452063558
POP4,-0.185891354,5.279209688,2.764659434,0.118181264,0.452063558
HSPB8,-0.169806661,5.122707506,2.76427374,0.118204792,0.452063558
ECHS1,0.166579064,6.184074289,2.763783594,0.1182347,0.452063558
SEC23B,0.158044662,6.729037373,2.763759583,0.118236165,0.452063558
RTN4RL1,-0.432037537,1.823397178,2.762872403,0.118290323,0.452063558
RNF41,0.167136435,5.274792369,2.762838463,0.118292396,0.452063558
SH3BP5L,0.180478403,5.504575585,2.762506044,0.118312697,0.452063558
GJA1,-0.142372524,7.518187492,2.762327985,0.118323572,0.452063558
XG,-0.271947632,3.522726385,2.762206107,0.118331017,0.452063558
ARMC8,-0.196354725,4.740296491,2.76197978,0.118344844,0.452063558
ATF7IP,-0.141509787,6.275688672,2.7619081,0.118349224,0.452063558
COL1A2,-0.864464158,0.307580185,2.759807174,0.118477674,0.452424756
PFDN4,-0.463427265,4.600234334,2.758371511,0.118565548,0.452610517
FBXO8,-0.317336589,3.508279234,2.757904876,0.118594126,0.452610517
PLEKHA3,-0.301585007,3.142835883,2.755848391,0.118720175,0.452840824
LIX1L,0.374051727,2.319012871,2.755813528,0.118722313,0.452840824
DTX4,0.172222674,6.037398849,2.754534454,0.118800796,0.452979296
ZNF555,-0.282118357,2.713724905,2.753354876,0.11887323,0.452979296
SH2D3C,1.064419868,-0.47612759,2.752883197,0.118902209,0.452979296
ZNF791,-0.242257506,4.229835692,2.751746986,0.118972051,0.452979296
MDFIC,-0.272817875,3.376571008,2.751524816,0.118985714,0.452979296
PABPC1,-0.131421786,10.69396898,2.751419737,0.118992176,0.452979296
CTTN,0.135461959,8.809925299,2.751191913,0.11900619,0.452979296
FER1L6,0.299137393,3.29948318,2.750803823,0.119030065,0.452979296
DOCK6,0.189797506,5.721979327,2.749672216,0.119099716,0.453115191
ADPRHL2,0.191199517,5.8400796,2.748731221,0.119157672,0.453180507
COQ2,-0.25036047,3.723801576,2.748291343,0.119184776,0.453180507
SPRYD4,-0.226474765,3.749095473,2.745476722,0.119358383,0.453493594
REXO4,0.165567956,5.70093997,2.745049627,0.119384753,0.453493594
CDK6,-0.18682962,6.864647731,2.745003565,0.119387598,0.453493594
CCSAP,-0.217728213,3.64983275,2.744391368,0.11942541,0.453493594
MBIP,-0.279315857,4.101774743,2.744204352,0.119436965,0.453493594
ARFGAP1,0.250015737,5.798035287,2.742391039,0.119549064,0.453790162
ZMIZ1,-0.168066261,6.393897575,2.740836841,0.119645247,0.454026163
PGLYRP3,0.772086048,0.209868844,2.739093517,0.119753246,0.454144803
LOC646214,1.122250279,-1.032491252,2.738665105,0.119779804,0.454144803
SLC25A1,0.170782084,6.391953212,2.73856528,0.119785994,0.454144803
PCSK1N,-0.739730624,-0.068619445,2.738136502,0.119812584,0.454144803
CTF1,-0.367844952,2.676446612,2.737418705,0.119857113,0.454184632
PLA2G15,-0.236984149,4.270978773,2.736713265,0.119900895,0.45422161
SRP9,-0.549013923,4.664380995,2.731419997,0.120230039,0.455262311
VPS53,0.140657375,6.603514913,2.730834452,0.120266517,0.455262311
PEX5L,-1.325411551,-1.084707093,2.730651519,0.120277916,0.455262311
AAMP,0.156435493,6.602893312,2.727643027,0.120465571,0.455796065
SYT12,-0.36004098,2.609868111,2.726963232,0.120508023,0.455796065
MRPL46,0.225697434,4.061348227,2.725799065,0.120580765,0.455796065
POLDIP2,0.145195361,6.521951172,2.725689005,0.120587645,0.455796065
RUVBL1,0.16281259,7.034370163,2.724567022,0.120657807,0.455796065
DBN1,0.221854948,7.749210417,2.724222661,0.120679351,0.455796065
ZFYVE27,0.184772326,4.713947034,2.72394983,0.120696423,0.455796065
NUAK1,0.192613161,4.828296487,2.723403615,0.120730612,0.455796065
IFFO2,-0.151078539,6.087403738,2.723084403,0.120750597,0.455796065
CNTNAP1,0.324819137,2.279865807,2.722596182,0.120781172,0.455796065
MMP25,0.531671974,1.343770763,2.722383515,0.120794493,0.455796065
ZNF682,-0.363520548,2.039444477,2.718765334,0.121021405,0.456498848
NDUFA9,0.176662408,5.501580604,2.718323772,0.121049133,0.456498848
NINJ1,0.226776304,4.885357571,2.717645149,0.121091762,0.456530648
PDS5A,-0.142495091,7.274379858,2.716482675,0.121164828,0.456677148
LOC100506844,-0.830115434,-0.103620063,2.715306566,0.121238806,0.456793353
FBXW4P1,1.378902817,-1.209155744,2.714904749,0.121264093,0.456793353
EGLN3,-0.233187008,4.392596288,2.714163986,0.121310728,0.456840117
UCN2,-0.232043247,3.907675419,2.710558429,0.121538028,0.457516894
SEC24A,0.180260639,5.530221355,2.710027613,0.121571535,0.457516894
MYO1E,0.137784557,7.778046231,2.709129896,0.121628229,0.457516894
C8B,-1.122773503,-0.870714308,2.708322003,0.121679277,0.457516894
SLC35A4,0.172437,5.380242628,2.707790079,0.121712902,0.457516894
SH3GLB2,0.192504753,5.550728481,2.707151817,0.121753264,0.457516894
RRAS,0.15364102,6.880320043,2.706983557,0.121763907,0.457516894
TBL3,0.321996743,4.52593146,2.706972467,0.121764609,0.457516894
NEK1,-0.206431551,4.877926913,2.702582073,0.122042721,0.458332128
LUZP1,0.133807666,8.027804232,2.702463527,0.122050241,0.458332128
SDR16C5,0.320473947,2.12595263,2.697329712,0.122376454,0.459412404
COL28A1,-1.304556282,-0.979954764,2.696854006,0.122406736,0.459412404
HEXIM1,-0.149198674,6.803311339,2.69551922,0.122491751,0.45952388
CYP2S1,0.17399809,7.667396176,2.695211851,0.122511338,0.45952388
PPIG,-0.139356271,7.595792932,2.694662519,0.122546354,0.45952388
FDX1,-0.22420427,4.113360631,2.694227017,0.122574123,0.45952388
C11orf65,-0.428884768,1.577399814,2.693152139,0.122642693,0.459579317
RAB27B,-0.196162281,5.3681987,2.692916035,0.122657761,0.459579317
NSMAF,-0.195542603,5.609803421,2.690987317,0.122780936,0.459709342
ZFP28,0.247281851,3.568722381,2.690902269,0.122786371,0.459709342
SMAD7,0.226726324,4.253702999,2.690755218,0.122795769,0.459709342
EIF4ENIF1,0.190622638,5.202758453,2.689823513,0.122855334,0.459799629
ARFRP1,0.182388186,4.887893557,2.689300757,0.12288877,0.459799629
HK1,0.133513623,9.181372648,2.688233671,0.122957056,0.459926225
SPG21,-0.276878259,5.144281077,2.687570021,0.122999549,0.459956295
GOLGA4,-0.169842986,8.341313481,2.685774133,0.123114626,0.460197406
CDH11,0.193127597,4.861454847,2.685488074,0.123132969,0.460197406
PARD6B,-0.617101322,1.386861646,2.683980868,0.123229668,0.460429908
RNF13,-0.231344428,5.050330488,2.682885083,0.123300029,0.460480477
GAD1,-0.598158196,0.893070531,2.682695801,0.123312188,0.460480477
CPVL,-0.818635664,-0.222208778,2.680621934,0.123445503,0.460849403
TGIF1,0.163631593,6.249381512,2.679238041,0.123534562,0.460901743
ACBD7,-1.080945492,-0.319761284,2.678933397,0.123554178,0.460901743
RUNX2,-0.201029141,4.106927293,2.678282858,0.123596078,0.460901743
CDKN3,-0.30038069,2.881492064,2.67825891,0.123597621,0.460901743
GABRA3,-1.446473228,-1.485467838,2.674283028,0.123854083,0.461729128
CDC7,-0.29102388,3.083089054,2.672729698,0.123954456,0.461974314
PPP1R15B,-0.151195911,5.747631959,2.671837087,0.12401218,0.462060454
STK33,-0.552516532,0.947734879,2.670993292,0.124066778,0.462063844
LGALS1,0.199625071,9.147028427,2.669943932,0.124134717,0.462063844
ICOSLG,0.470292041,1.725233655,2.669849526,0.124140831,0.462063844
LRRC47,0.169785261,5.496891458,2.669684258,0.124151536,0.462063844
PIK3C2G,-0.925143765,-0.664230039,2.665916489,0.12439589,0.462720749
UQCR11,-0.23535158,5.560085388,2.665893842,0.124397361,0.462720749
PMS2P1,0.310963301,3.015603025,2.665279415,0.124437265,0.462740248
CHST9,-0.56185457,0.58395578,2.663356614,0.124562244,0.462960751
DUSP5P1,0.902757668,-0.231503295,2.663300106,0.124565919,0.462960751
RMRP,2.035119438,-0.160691716,2.662376336,0.124626019,0.462984178
ZNF137P,-0.511217388,1.786584844,2.662137197,0.124641583,0.462984178
FRS2,-0.225838258,4.485414131,2.659901578,0.124787201,0.463396142
ZNF28,-0.271030345,4.548114791,2.658628524,0.124870214,0.463487815
SATB2,-0.277656372,2.989550852,2.65843813,0.124882635,0.463487815
CENPT,0.162201161,5.778113021,2.657773713,0.124925993,0.463487815
TJP3,0.366230268,2.937854278,2.657394308,0.12495076,0.463487815
CALM2,-0.153853034,8.144154177,2.656300269,0.125022211,0.463537576
UBE2O,0.183780936,5.482839063,2.654749658,0.125123565,0.463537576
HEXIM2,-0.544691532,0.971704362,2.654342728,0.125150181,0.463537576
PDK2,-0.191920895,4.258532814,2.653677312,0.125193717,0.463537576
GSPT2,-0.280077536,3.521802369,2.653151621,0.125228125,0.463537576
PARP11,-0.405131636,1.966327949,2.652854726,0.125247563,0.463537576
FAM135A,-0.259602001,4.312717119,2.652640174,0.125261612,0.463537576
INSR,0.255172091,3.855605202,2.652600339,0.125264221,0.463537576
SND1,0.139016954,7.917440077,2.652410212,0.125276672,0.463537576
SLC19A1,0.293671743,2.628533556,2.651486272,0.125337203,0.463605032
PIGX,-0.246387164,3.392655272,2.650956768,0.125371909,0.463605032
PFKP,0.181557639,8.881847842,2.650542294,0.125399084,0.463605032
GOLPH3L,-0.160521198,5.968232528,2.649078398,0.125495121,0.463831635
TMEM88,0.570454362,0.795985407,2.647430779,0.125603319,0.464103045
FAM76B,-0.268884335,3.914479042,2.644650433,0.12578616,0.464458162
MOCS2,-0.168120895,5.429902431,2.644200286,0.125815793,0.464458162
MIS18A,-0.276076657,3.115158279,2.644004174,0.125828706,0.464458162
PUS1,0.301585654,3.825227721,2.643854088,0.12583859,0.464458162
RRP36,0.165878842,6.04643398,2.641393576,0.126000753,0.464733837
NUDT1,0.327971276,3.087853599,2.641202247,0.126013373,0.464733837
MALT1,0.181562468,4.7761202,2.641136439,0.126017715,0.464733837
L1CAM,0.201298721,5.534921269,2.640360227,0.126068933,0.464794327
ARL5A,-0.375794808,4.344715852,2.639258234,0.126141693,0.464934179
RNF213,0.129648249,8.02041584,2.638671362,0.126180462,0.464948707
CMTM3,0.187298548,4.470092798,2.636151912,0.126347065,0.465360748
ECE1,0.151795886,7.861195013,2.635926244,0.126362001,0.465360748
ILF2,0.152124739,7.596966964,2.635183933,0.126411146,0.465374734
TAF3,-0.221198039,4.279652886,2.634815943,0.126435518,0.465374734
UNK,-0.226009139,3.66397969,2.633870569,0.126498155,0.465442284
PHF20L1,-0.158696082,6.134062069,2.633120546,0.126547877,0.465442284
SOD1,0.171343937,7.889800331,2.632960892,0.126558464,0.465442284
ASB9,-0.60156981,0.684074057,2.631973817,0.126623943,0.465554845
NCL,0.134881849,10.46170791,2.63037203,0.126730289,0.465692694
KANK1,0.143349018,6.840186062,2.630358271,0.126731203,0.465692694
ABLIM3,0.137652132,7.204499383,2.629603612,0.126781344,0.465748747
TOM1,0.166465044,5.627100464,2.627379437,0.126929266,0.46616388
SLC7A6,0.150341826,5.721862603,2.625056604,0.127083975,0.466603703
UPF3A,-0.162477791,6.255968901,2.623387485,0.127195287,0.466883991
UACA,-0.188964558,5.642976009,2.622761107,0.12723709,0.466909057
DNMBP,-0.167130752,5.883351991,2.622158983,0.12727729,0.466928229
IRX2,-0.264610583,4.845481806,2.621630704,0.127312573,0.466929356
UBR2,-0.141317955,6.345134071,2.620915587,0.127360354,0.466976306
PET100,0.18233433,5.073381954,2.619686411,0.127442533,0.46714932
WBP2,0.187005983,6.956539672,2.617828452,0.127566875,0.467476744
SERPINA1,0.28084228,2.883725844,2.616170752,0.127677939,0.467755349
APOLD1,-0.594759535,0.817342745,2.614063359,0.127819304,0.468072373
FLI1,0.217849059,3.892585318,2.613773689,0.12783875,0.468072373
HSPH1,-0.192725475,6.664046107,2.612787267,0.127904998,0.468072373
SNRNP48,-0.290273359,3.852313185,2.612677588,0.127912367,0.468072373
CCDC71L,-0.274419297,2.933628856,2.61226959,0.127939782,0.468072373
SPIRE2,0.552850074,0.653847173,2.609028471,0.128157824,0.468741629
DAB2,0.173752258,4.929007597,2.606751644,0.128311266,0.469170305
SNORA10,-1.105537592,-0.740292583,2.606246875,0.128345315,0.469170305
HADHB,-0.162547078,6.58738122,2.60504265,0.128426589,0.469247209
MFSD11,-0.27626118,3.634023761,2.604893617,0.128436652,0.469247209
DECR2,-0.258761682,3.13313102,2.603340481,0.128541577,0.469432448
BEX2,-0.441835961,2.027667108,2.603102261,0.12855768,0.469432448
BBS10,-0.445236267,3.264036532,2.60232341,0.128610345,0.469496337
SLC52A3,0.648626394,0.665575356,2.601581046,0.128660567,0.469551276
ZNF480,-0.236933452,4.680116558,2.595008381,0.129106268,0.471013557
ATP6V0B,0.169652462,5.479328167,2.594632615,0.129131807,0.471013557
PHYHD1,-0.535635111,0.71163765,2.591505649,0.129344567,0.471201962
MORC3,-0.14431652,6.299429477,2.591226739,0.129363565,0.471201962
LOC100507564,-0.812612778,-0.21471238,2.591017616,0.129377811,0.471201962
AMMECR1L,0.149012167,6.167808321,2.590608039,0.12940572,0.471201962
INPP4B,0.147316552,7.066608945,2.590490614,0.129413722,0.471201962
SCCPDH,-0.293999191,3.179516065,2.59036737,0.129422122,0.471201962
SYNRG,-0.147671948,5.714157817,2.590243997,0.129430531,0.471201962
SNORA16A,0.852465615,0.054627107,2.587348524,0.129628085,0.47165643
CXorf38,0.193252723,4.60251101,2.587116553,0.129643928,0.47165643
DIMT1,-0.280875992,3.839484996,2.586861418,0.129661356,0.47165643
NCALD,-0.474346595,1.016716381,2.584268389,0.129838644,0.471994292
DNAJC16,-0.191815784,5.438203945,2.583503076,0.129891026,0.471994292
HDDC2,0.200233696,4.771566829,2.583071663,0.129920565,0.471994292
PPP1R14C,-0.183205177,5.829301643,2.582672697,0.12994789,0.471994292
CAPN6,-1.522271116,-1.577607948,2.582465498,0.129962084,0.471994292
TPST1,0.200602568,4.24205905,2.582402964,0.129966368,0.471994292
RND3,0.131530038,8.251225568,2.581575003,0.130023108,0.472071931
TNFRSF21,-0.136347574,7.960291782,2.580859043,0.130072197,0.472121758
ZHX1,-0.155249143,5.773188724,2.579881394,0.130139264,0.472236798
NDUFS6,0.158948934,5.691435192,2.578338576,0.130245189,0.472363085
TIMM44,0.169628735,5.07550921,2.577213481,0.130322502,0.472363085
ENTPD1,-1.142645921,-1.046404153,2.57621673,0.130391042,0.472363085
POLD1,0.457313495,3.063934333,2.576142652,0.130396137,0.472363085
TTC3,-0.139671645,7.824238591,2.57602905,0.130403952,0.472363085
ATF3,0.338560803,2.98408822,2.576007174,0.130405457,0.472363085
MAGI2,-0.539053093,0.771892091,2.575244544,0.130457935,0.472363085
TSPAN5,-0.176238045,5.388264701,2.574809306,0.130487896,0.472363085
ETV6,0.165357719,5.762122787,2.57413537,0.130534306,0.472363085
ARGLU1,-0.145172098,6.35955777,2.573959237,0.130546438,0.472363085
RARRES1,0.531311156,1.383749586,2.573549106,0.130574694,0.472363085
CWC27,-0.165101751,6.333605781,2.5732013,0.130598663,0.472363085
DGKZ,0.233390252,5.727074801,2.571425993,0.130721087,0.472677821
FOXN3,-0.16457379,5.228540134,2.570428216,0.130789955,0.472798783
SMAP1,-0.187083014,4.837404688,2.568702522,0.130909171,0.473101632
PLLP,-0.30691156,2.222257487,2.568128653,0.130948845,0.473116935
MAPKAP1,0.150307793,6.799630507,2.567334394,0.131003779,0.473187352
IL15RA,0.392853913,1.571118725,2.56682002,0.131039371,0.473187883
HILPDA,0.166568484,5.573250874,2.566307849,0.131074822,0.473187905
OAT,0.143311164,8.478948703,2.564190575,0.131221498,0.473322457
HSBP1L1,-0.203960473,4.659305261,2.564146115,0.131224581,0.473322457
AURKAIP1,0.203922074,5.31498602,2.563771959,0.131250522,0.473322457
STRIP2,-0.20382346,3.988396759,2.563723064,0.131253913,0.473322457
SLC2A4RG,-0.239329888,4.436217269,2.562864186,0.131313488,0.473409415
PELP1,0.175785725,5.167156606,2.561976099,0.131375124,0.473503755
GALNT5,-0.139497209,8.633101494,2.559525348,0.131545399,0.473750076
SERPINF2,-0.466925869,1.527270719,2.558836398,0.131593315,0.473750076
SDF2,0.180789669,5.522792284,2.558668184,0.131605017,0.473750076
SPRYD3,0.175770932,6.30124439,2.55864148,0.131606875,0.473750076
GPR37L1,0.977567957,-0.642882176,2.558439891,0.131620901,0.473750076
KRT8,0.162950533,8.661408798,2.557462424,0.131688938,0.473867202
NFRKB,0.168504652,5.32017797,2.556548963,0.131752558,0.473968378
PHC2,0.14598116,6.115600397,2.555903635,0.131797527,0.474002419
MLF1,-0.252140117,2.991613809,2.554544987,0.131892263,0.474168402
ZNF141,0.355078793,1.778317711,2.554223164,0.131914715,0.474168402
TRAPPC10,0.148031995,6.278015996,2.553309331,0.131978495,0.474190949
SPATA19,-1.998393823,-1.734466641,2.553115516,0.131992027,0.474190949
UBE4B,-0.138667021,6.443620317,2.55150701,0.132104398,0.474414539
NFE2L3,0.268176423,4.435591191,2.550604685,0.132167486,0.474414539
RAD21,-0.155210846,6.633481143,2.550196242,0.132196056,0.474414539
FAM227A,-0.379690743,2.195632667,2.550191162,0.132196411,0.474414539
ARID5A,0.352768839,1.959737394,2.548780759,0.132295123,0.474594157
RPL8,0.190649282,9.929360897,2.548316692,0.132327622,0.474594157
AAGAB,-0.139050066,6.851457206,2.547952817,0.132353112,0.474594157
EPHX1,-0.164149843,5.750157837,2.547241902,0.132402929,0.474645302
FKBP2,0.222040757,6.879764534,2.546153721,0.132479228,0.474791326
PAXIP1,-0.181067016,5.209947072,2.544965967,0.132562569,0.474962507
FAM66B,-1.829165049,-1.348220312,2.543187903,0.132687452,0.475068662
NOLC1,0.149938242,7.933121739,2.543061255,0.132696353,0.475068662
NAV3,0.399760815,2.007256952,2.543024244,0.132698954,0.475068662
ZMYM1,-0.280995347,3.257892415,2.542205319,0.132756526,0.475147353
PLEKHB1,-1.041776302,-0.98062977,2.540700791,0.132862378,0.475398753
CRISPLD1,-0.357840007,1.938740379,2.5386118,0.133009522,0.475776545
KCNQ1,0.913213833,-0.3697238,2.537831735,0.133064519,0.475776545
NSUN5,0.267195483,3.023191221,2.53726574,0.133104441,0.475776545
OTX1,-0.208044977,4.120591057,2.536962977,0.133125802,0.475776545
