X	Ebut_EC20_24h_run1	Ebut_EC20_24h_run2	Ebut_EC20_24h_run3	Ebut_EC20_24h_run4	Ebut_EC20_24h_run5	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5
ripk1l_85614	117	60	96	65	49	107	71	102	72	0	82	84	119	66	62
coq5_85615	48	88	68	71	59	42	60	53	71	0	65	81	58	75	43
vtg3_85616	0	4	2	1	0	1	3	4	1	0	1	3	2	2	2
cd44a_85617	1	0	0	1	2	0	0	8	1	0	0	0	1	0	0
fgf10b_85618	3	2	0	4	0	4	3	2	6	0	2	2	1	2	2
rpsa_85619	2217	2571	3267	1677	1688	6239	2434	2997	1679	2	5655	2460	3321	1565	1307
med12_85620	52	55	76	43	31	42	37	78	33	0	43	58	79	31	31
ripk3_85621	3	2	1	4	1	0	1	5	0	0	0	1	1	0	5
pwp1_85622	341	252	321	322	304	236	321	321	353	0	249	318	298	320	329
sox4a_85623	488	400	520	341	361	355	385	489	387	1	360	388	475	397	361
si:ch211-253b8.5_85624	56	38	77	50	26	76	25	36	50	0	80	50	26	92	59
vgll4b_85625	227	257	322	182	178	317	210	292	181	0	287	233	311	187	150
aldh2.2_85626	10	14	6	11	9	12	9	9	11	0	21	7	9	23	6
henmt1_85627	0	3	0	0	0	5	0	0	3	0	5	2	1	1	2
mlec_85628	945	676	731	643	966	1162	1009	1033	836	0	1020	837	807	717	833
rfc4_85629	32	20	14	10	8	34	16	7	8	0	18	17	13	8	6
eif4ba_85630	20	35	41	23	26	21	30	32	25	0	34	27	32	16	18
sgpp1_85631	101	83	96	70	44	119	63	105	60	0	141	88	116	67	47
jpt2_85632	90	180	244	163	92	142	131	190	176	0	113	186	206	188	125
ano9a_85633	314	369	340	303	139	320	249	333	234	0	344	307	399	211	239
SPDEF_85634	31	20	23	16	21	12	24	37	25	0	10	18	29	27	9
fgf8a_85635	6	11	11	13	1	20	12	12	5	1	17	11	10	6	2
si:ch211-160o17.2_85636	54	82	63	51	24	59	33	49	46	0	83	55	71	47	40
prkacbb_85637	563	497	509	435	387	460	425	475	511	0	434	454	567	495	414
ncaph_85638	12	9	6	9	24	16	10	5	25	0	30	0	11	0	20
dph2_85639	5	8	1	7	8	6	7	8	13	0	10	6	0	6	3
tigarb_85640	26	6	23	14	13	23	19	32	6	0	19	19	21	15	9
fosl1a_85641	15	11	27	22	9	58	24	22	19	0	18	14	23	18	16
ctnna1_85642	325	383	438	270	270	499	328	453	237	0	489	342	416	280	229
ecd_85643	4	1	2	4	4	9	5	2	3	0	5	8	10	4	3
ice1_85644	15	12	14	25	23	28	19	8	33	0	16	8	19	21	14
rfc5_85645	9	7	16	4	3	6	11	4	6	0	40	4	3	11	11
snx24_85646	4	0	1	0	0	0	2	2	3	0	2	0	1	0	2
atad2_85647	363	315	408	271	234	597	329	362	297	1	477	319	447	252	281
kif20a_85648	17	22	39	16	16	23	10	28	10	0	22	19	32	14	17
plk3_85649	56	64	89	36	28	63	60	66	35	0	53	58	87	53	41
ecscr_85650	9	15	13	20	9	5	15	14	17	0	2	10	20	13	15
hdac6_85651	27	18	16	18	20	17	14	17	16	0	30	20	23	13	10
bmp7a_85652	4	2	6	6	5	10	4	12	6	0	4	4	10	3	4
gata4_85653	0	4	1	5	0	1	3	4	1	0	0	0	2	0	7
adgrl4_85654	7	0	8	0	0	0	0	2	1	0	1	2	1	1	2
fpgs_85655	78	75	96	58	50	93	68	83	77	0	63	106	107	65	52
lrp5_85656	8	21	18	13	14	42	14	25	20	0	34	18	20	17	11
polr2i_85657	239	220	222	209	219	116	256	219	344	0	178	248	219	274	342
snx13_85658	14	11	8	7	6	9	8	9	12	0	13	4	13	2	6
plrg1_85659	13	17	23	14	17	18	10	4	15	0	16	9	23	13	2
si:zfos-367g9.1_85660	0	0	0	1	0	0	1	0	0	0	0	2	1	0	0
si:busm1-228j01.6_85661	1	1	1	0	0	0	0	1	1	0	0	0	2	3	0
fybb_85662	1	3	0	1	5	1	3	4	3	0	2	0	0	1	7
btr01_85663	17	14	10	13	9	20	2	34	4	0	21	17	12	8	8
opn3_85664	3	0	0	0	1	0	0	2	1	0	0	1	4	0	1
si:dkey-33b17.3_85665	3	2	0	1	0	0	2	1	3	0	1	0	1	0	1
daam1a_85666	171	162	234	244	200	198	213	192	242	0	172	228	212	198	182
exo1_85667	62	45	56	31	36	62	54	48	27	0	60	60	58	39	36
recql_85668	12	11	5	3	5	6	6	4	4	0	8	7	6	10	8
ilf2_85669	39	36	29	10	9	68	23	22	23	0	39	18	20	18	12
matn4_85670	513	456	706	915	971	320	545	386	899	1	331	599	593	892	1310
ywhaba_85671	881	688	781	570	684	1193	711	761	821	1	974	834	786	693	650
sox10_85672	14	10	11	5	22	32	6	12	4	0	22	8	20	11	6
cytip_85673	3	1	2	2	2	0	2	4	0	0	2	2	0	1	1
arrdc3a_85674	17	18	10	21	13	7	21	11	17	0	11	13	13	10	13
gria2a_85675	12	4	2	1	1	2	4	4	4	0	2	7	5	5	7
bcl2l11_85676	153	79	119	97	106	76	88	114	119	0	103	111	128	111	120
cox8a_85677	54	64	95	63	31	89	55	68	50	0	63	71	105	43	44
nrcama_85678	37	44	58	41	38	89	50	49	36	0	56	50	39	22	28
atp11c_85679	50	71	47	64	29	94	100	73	18	0	118	111	68	25	10
g6pd_85680	3	1	12	2	3	8	13	8	6	0	12	6	7	0	3
gsr_85681	4	58	36	33	103	2	0	38	41	0	0	28	0	67	27
rbx1_85682	6	3	4	8	4	0	4	5	0	0	7	4	4	3	9
si:ch211-114c12.5_85683	5	0	7	0	3	0	3	6	1	0	1	2	0	0	2
col6a3_85684	9	6	6	12	17	1	8	23	14	0	3	5	11	10	15
rpl4_85685	1132	1527	1913	1310	941	1229	1409	1561	1449	2	1112	1396	1697	1474	1215
phf5a_85686	463	641	582	584	441	686	583	632	539	0	600	595	582	654	599
sdf4_85687	211	326	324	268	240	289	336	361	345	0	281	360	260	302	250
tbp_85688	7	10	7	8	7	2	3	6	4	0	7	1	7	4	3
tspan4a_85689	5	4	1	6	0	4	4	7	1	0	2	6	7	7	7
vtg2_85690	3	4	0	0	3	3	3	4	1	1	1	3	3	2	1
sparta_85691	2	1	1	4	4	9	1	0	3	0	2	0	0	0	0
krt5_85692	2878	4382	4836	3872	1931	2875	3232	4545	4548	4	3151	3717	4587	4812	1955
rbks_85693	36	39	71	72	41	80	37	59	55	0	73	58	51	50	51
dnmt3bb.1_85694	10	8	12	8	9	10	10	7	7	0	16	7	9	5	7
alkbh5_85695	6	9	2	4	3	1	3	3	3	0	8	10	4	9	1
id2a_85696	3	6	2	3	4	10	3	6	3	0	4	6	3	4	3
cyp2aa4_85697	58	47	38	56	33	222	72	63	70	0	99	66	56	25	38
acp1_85698	448	418	499	544	429	415	572	490	692	0	381	501	520	579	585
hspa8_85699	2708	4633	5492	3672	2428	1775	3436	3321	3958	2	1755	4146	4397	4514	3239
furina_85700	3	6	13	3	2	1	3	4	1	0	8	6	3	2	1
rpl19_85701	47119	39527	43670	50348	54869	27554	53791	43107	63145	73	28160	44661	43219	55555	73426
b4gat1_85702	18	19	5	4	7	25	9	14	15	30	11	13	7	9	7
plin2_85703	3	4	1	1	3	9	1	0	1	0	8	1	0	2	4
shank3b_85704	10	3	7	7	7	0	10	4	5	0	0	10	12	2	5
apoa1a_85705	150	202	247	271	10	974	166	475	115	0	373	413	422	148	55
mtm1_85706	57	60	79	52	31	46	42	72	44	1	54	50	66	57	25
fdft1_85707	10	22	8	8	13	20	6	16	16	0	18	20	20	8	13
vrk1_85708	407	312	238	262	229	490	355	326	305	0	429	301	214	195	257
psma4_85709	62	56	90	38	44	91	42	62	42	0	109	66	97	48	39
timmdc1_85710	379	282	284	249	286	491	332	315	314	0	370	318	281	225	238
pccb_85711	6	6	8	18	7	4	6	2	9	0	14	8	6	15	7
endog_85712	110	102	89	103	67	61	135	109	135	0	103	114	91	123	73
ggcx_85713	873	728	911	1050	764	946	778	1011	1096	2	849	897	920	1111	1058
anxa5b_85714	82	96	131	114	102	54	108	170	113	0	67	167	140	173	122
hexa_85715	2	2	5	2	2	1	2	2	1	0	6	0	4	6	5
mob4_85716	363	330	374	456	361	290	377	319	488	0	210	391	343	458	533
ikbkb_85717	6	1	1	5	3	3	4	4	1	0	5	4	5	5	3
slc2a1b_85718	17	6	19	9	6	44	21	28	3	0	17	11	15	4	3
nipsnap1_85719	26	13	19	27	15	42	14	38	23	0	37	30	40	25	15
myl12.2_85720	36	59	62	30	28	51	31	47	33	0	78	30	63	28	15
abcb4_85721	2	1	4	2	1	0	1	0	0	0	2	2	3	2	2
CABZ01032488.1_85722	7	5	1	0	0	3	1	5	2	0	0	1	1	0	12
trappc3_85723	237	232	257	220	165	266	168	274	206	0	311	220	267	253	175
oxsr1b_85724	26	17	22	10	9	25	17	13	20	0	21	11	29	13	9
pafah1b3_85725	3	1	0	0	2	0	0	0	1	0	0	1	1	0	4
mif_85726	6	4	8	5	2	10	8	2	4	0	4	10	5	7	3
lyrm1_85727	4	4	1	3	2	2	2	2	3	0	3	4	7	1	0
kremen1_85728	163	136	177	121	97	138	158	167	109	0	146	117	166	123	120
gria2b_85729	7	5	11	3	2	1	5	18	16	0	3	4	5	3	5
socs1a_85730	5	5	9	5	18	14	8	10	9	0	6	4	7	13	11
gnas_85731	3	2	2	4	1	1	0	4	6	0	9	1	5	2	6
stk10_85732	17	9	14	12	10	16	23	10	11	0	30	15	7	8	3
myo10_85733	1	2	2	2	1	1	2	1	2	0	1	1	5	0	0
pmm2_85734	0	0	0	3	0	0	4	4	0	0	3	0	0	3	0
avpr2l_85735	1	3	1	1	5	2	2	0	3	0	0	3	1	1	3
GLB1L2_85736	1	3	0	2	4	5	4	7	1	0	5	6	10	8	1
eef1g_85737	28506	20550	24257	22933	24597	16425	26252	21904	28081	18	16603	24215	24042	24368	28370
si:dkey-25o16.4_85738	398	332	308	368	476	402	470	295	469	0	271	333	341	447	511
hbae3_85739	13	18	20	13	10	18	13	20	14	0	12	14	19	16	12
dhdds_85740	11	21	18	8	14	42	17	16	14	0	16	24	24	16	13
slc38a3a_85741	5	2	0	4	3	3	5	3	11	0	1	1	7	5	6
lamp1b_85742	164	108	152	158	110	108	126	120	166	0	92	133	149	175	130
stc1_85743	5	4	0	1	0	0	3	0	0	0	1	2	2	4	0
tnfsf10_85744	36	70	57	57	39	46	57	67	49	0	32	51	73	54	48
btr20_85745	41	29	6	40	15	27	31	57	29	0	3	13	22	23	39
cebpb_85746	4	13	13	10	5	38	12	12	13	0	21	11	13	16	9
btr31_85747	0	0	0	0	0	3	0	3	0	0	0	0	2	0	0
slc51a_85748	5	4	4	10	7	15	5	5	8	0	5	2	5	2	8
dmtf1_85749	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
esrp1_85750	0	2	2	6	0	3	2	2	1	0	0	6	6	5	8
gna11a_85751	18	11	12	3	2	20	11	10	3	0	6	11	15	4	2
bida_85752	293	290	395	299	309	265	346	356	368	0	251	368	394	368	333
prss23_85753	14	17	30	16	4	22	23	35	22	0	20	14	39	19	11
ahrra_85754	5	5	0	3	1	2	2	3	1	0	0	2	0	2	1
cyp2aa2_85755	5	31	12	14	2	28	33	11	16	0	29	29	14	22	11
vtg1_85756	3	0	1	1	4	2	3	0	2	0	1	4	1	1	8
amh_85757	5	2	1	3	4	1	5	2	5	0	0	0	2	1	8
hhip_85758	2	2	2	1	0	16	0	2	3	0	8	1	4	1	3
vtnb_85759	62	118	108	170	61	111	94	211	113	1	125	107	151	173	174
adgrg1_85760	215	220	180	201	184	243	224	183	154	0	251	205	253	209	197
rhol_85761	2	3	5	1	3	0	2	3	2	0	2	3	3	0	2
ngfb_85762	12	3	0	4	3	1	2	2	1	0	1	1	1	2	2
ei24_85763	12	9	18	16	9	10	7	11	8	0	7	12	15	14	14
tiam1a_85764	51	47	64	37	34	72	58	63	43	0	73	56	79	45	32
slc6a6a_85765	1	1	0	6	1	1	3	0	1	0	4	7	0	4	3
notch2_85766	56	43	65	55	54	100	56	77	43	0	82	60	93	50	51
htr1b_85767	11	0	0	4	1	0	4	5	2	0	2	0	2	2	5
slc1a3a_85768	1796	2222	2656	1858	2045	1814	2140	2254	1972	1	2581	2100	2474	1653	2381
rrm2b_85769	21	50	77	39	32	42	20	33	43	0	32	29	57	35	32
adgrg3_85770	0	0	1	1	0	3	2	3	2	0	1	1	1	2	0
polb_85771	327	302	264	308	299	202	341	291	417	0	199	290	310	386	380
edem1_85772	65	74	90	79	55	118	81	106	79	0	83	106	82	67	73
si:ch211-241e1.3_85773	4	0	0	2	4	4	3	0	0	0	2	3	1	4	0
rictorb_85774	55	42	38	21	23	113	37	61	34	0	131	25	72	28	30
per2_85775	42	40	59	40	40	119	40	94	42	0	99	47	80	46	28
cox6c_85776	486	200	751	577	238	286	280	835	738	0	199	281	307	651	122
grk1a_85777	6	3	1	5	2	1	5	6	3	0	6	1	2	7	6
eif2b1_85778	28	69	63	40	27	99	45	72	38	0	98	54	67	44	22
slc6a3_85779	0	1	0	3	1	3	2	1	2	0	5	2	2	2	4
xpc_85780	4	1	0	4	1	2	0	6	4	0	1	1	7	3	4
tsta3_85781	250	286	267	283	224	219	271	299	266	0	287	279	327	251	222
pcbd1_85782	8	6	2	0	1	3	1	2	4	0	1	2	5	1	3
p2ry10_85783	0	3	0	0	4	0	1	3	1	0	5	2	1	8	1
iars2_85784	42	30	23	24	29	35	29	23	14	0	38	27	23	18	35
RANBP2_85785	901	855	882	682	688	1488	876	1021	720	0	1179	847	953	720	742
fkbp1aa_85786	3896	3197	3929	3161	2892	5192	3465	3970	3544	5	5527	3662	3826	2944	2847
prkab1a_85787	190	115	213	158	182	191	194	228	240	1	177	216	174	134	230
sesn2_85788	94	87	92	85	87	108	82	63	64	0	61	83	83	77	58
toporsa_85789	132	93	90	90	131	71	117	96	104	0	104	129	107	101	107
pnp5a_85790	12	7	23	12	8	41	16	39	8	0	21	9	11	14	16
drd1a_85791	3	4	3	1	1	2	0	4	2	1	4	1	7	3	1
fgfr2_85792	153	188	245	147	108	302	119	183	148	0	280	158	250	171	81
dlgap4a_85793	20	17	13	13	14	19	19	27	12	0	29	15	22	15	7
itgb1a_85794	0	1	2	3	0	4	2	1	0	0	0	1	3	1	2
kcnk17_85795	0	4	3	2	1	0	0	2	0	0	0	1	1	1	1
coro1a_85796	6	2	6	6	15	8	5	4	12	0	13	11	13	8	5
zgc:64002_85797	3	0	1	4	0	2	2	4	0	0	6	2	1	2	4
washc5_85798	259	239	263	333	207	217	359	324	418	0	240	290	267	229	321
plod3_85799	164	155	127	70	63	289	122	151	65	0	237	127	72	32	68
nt5e_85800	9	2	3	4	4	2	11	6	3	0	4	5	0	3	2
ddit4_85801	19	36	9	9	7	43	15	29	16	0	49	11	25	8	16
prss1_85802	16	29	8	6	12	11	6	16	15	0	21	23	17	31	17
c1r_85803	5	4	3	7	1	9	5	3	0	0	3	5	3	3	7
kcnq3_85804	4	1	0	1	0	9	1	1	2	0	10	2	3	0	0
XKR4_85805	10	12	10	18	6	15	5	22	4	0	15	15	7	11	8
si:ch211-171h4.6_85806	4	0	2	6	1	2	1	0	1	0	5	1	2	2	4
per3_85807	308	253	222	305	297	303	286	237	323	0	283	287	261	223	309
lef1_85808	24	4	3	2	4	4	5	16	4	0	23	6	5	9	2
ets1_85809	9	7	4	12	0	19	4	4	8	0	3	4	15	6	5
gzm3.4_85810	5	1	3	4	0	3	0	0	0	0	2	3	0	6	0
smad5_85811	0	4	7	7	2	9	8	4	1	0	11	10	2	3	5
bzw1b_85812	85	66	35	58	2	179	31	8	26	0	40	31	6	49	1
si:dkey-211g8.1_85813	3	1	0	3	0	0	2	5	3	0	2	2	5	2	0
cyp4f3_85814	6	2	4	2	0	3	2	1	3	0	4	0	1	7	6
h1f0_85815	14	7	17	9	6	13	8	13	7	0	15	9	18	3	13
gdf7_85816	11	7	5	7	10	5	6	4	8	0	6	1	9	3	6
egr1_85817	19	4	5	3	3	6	9	6	9	0	5	7	8	8	17
her9_85818	11	25	10	12	6	0	23	3	8	0	12	17	3	7	6
hmgb1a_85819	286	247	370	216	242	416	230	337	105	0	418	185	305	236	197
grin3bb_85820	13	16	8	11	22	10	29	5	21	0	10	16	13	7	15
kif13a_85821	28	63	46	56	64	102	121	67	58	0	60	61	93	71	58
mbpb_85822	7	32	28	13	14	35	33	22	22	0	30	22	33	22	13
dub_85823	5	19	12	10	7	12	13	16	6	0	9	23	15	17	5
si:dkey-21h14.3_85824	13	8	4	17	1	10	9	8	8	0	12	14	4	18	8
si:dkey-251i10.1_85825	11	25	23	10	13	12	14	18	11	0	15	22	19	12	12
slc2a6_85826	3	0	2	3	0	0	0	0	1	0	2	0	1	0	0
map3k5_85827	4	0	0	1	0	1	4	4	1	0	3	2	3	5	3
wisp1a_85828	0	2	1	2	0	0	1	5	2	0	2	1	3	3	0
rpa3_85829	104	164	142	119	72	113	120	166	124	0	64	122	165	174	123
hdac1_85830	3835	3037	3599	2856	2413	4046	3468	3381	3261	4	3734	3160	3644	3113	3027
sema5a_85831	11	11	16	12	7	20	8	5	14	0	18	9	13	11	8
ptpn6_85832	1	2	2	5	1	2	3	1	3	0	7	3	2	7	3
bub3_85833	741	610	727	635	555	526	649	620	811	0	508	722	752	660	714
bcl6a_85834	65	41	45	47	52	44	32	57	61	0	24	54	74	55	74
pdia6_85835	669	681	902	809	633	355	717	544	818	0	604	722	539	956	696
si:dkey-219e21.2_85836	4	4	0	5	3	3	4	6	3	0	8	9	6	0	9
zgc:113921_85837	94	59	57	38	50	168	60	78	39	0	140	61	53	29	28
igl3v2_85838	4	1	0	5	6	5	5	0	7	0	3	5	5	0	6
ywhaz_85839	114	140	187	126	76	93	97	137	103	0	102	117	158	140	89
nuak2_85840	5	11	14	10	6	22	6	11	5	0	18	5	7	9	16
bnip3_85841	4	12	9	11	8	9	7	15	3	0	14	8	12	7	12
eif3k_85842	402	596	520	388	274	634	561	766	401	0	714	532	797	471	197
mad2l1_85843	410	442	511	394	327	380	410	540	424	1	343	544	503	519	392
amigo1_85844	2	1	1	1	2	0	0	3	1	0	1	2	1	1	0
usp1_85845	21	39	39	31	36	64	31	53	25	0	53	23	55	26	17
hsd3b7_85846	16	23	8	11	1	34	8	18	6	0	18	8	12	9	4
mthfd1a_85847	10	6	6	10	2	10	3	13	7	0	10	10	12	14	7
tuba1b_85848	29	57	24	17	86	46	15	44	13	0	38	53	19	17	19
psmb10_85849	43	21	22	26	7	55	30	11	23	0	69	30	28	18	4
acbd3_85850	12	38	41	30	21	33	29	57	38	1	18	21	48	21	18
aurka_85851	131	241	240	158	102	167	166	192	147	1	149	175	233	155	102
col11a2_85852	8	5	21	24	5	7	17	22	14	0	18	19	19	16	6
col5a1_85853	42	57	81	48	34	102	43	62	39	0	111	55	53	23	24
sh2d1ab_85854	0	8	8	7	0	0	1	6	17	0	0	0	0	0	0
cuedc2_85855	13	30	22	13	5	16	22	27	24	0	9	25	30	33	13
knl1_85856	33	43	46	49	32	25	34	23	64	0	28	58	51	54	35
agtrap_85857	29	40	32	91	38	16	34	18	70	0	15	32	18	115	63
cdkn1bb_85858	168	169	160	83	92	280	140	260	52	1	258	217	209	67	65
calua_85859	4	8	8	3	9	3	4	4	10	0	4	10	2	7	6
dusp4_85860	3	4	1	2	2	4	3	4	3	0	4	6	0	1	10
ptprk_85861	0	0	0	0	0	1	4	0	0	0	3	1	0	0	0
pdlim1_85862	128	167	227	142	123	190	171	201	153	0	202	202	247	196	144
rnps1_85863	37	43	59	27	21	68	44	32	39	0	66	54	68	55	33
gemin5_85864	28	24	14	21	13	56	18	30	31	0	49	20	40	13	21
fermt2_85865	11	15	13	4	4	18	11	9	16	0	10	10	20	18	6
igfbp6a_85866	1	0	2	0	2	0	1	4	1	0	0	3	0	0	3
ddr2l_85867	17	14	12	17	12	37	11	17	5	0	20	12	18	1	8
slc5a3b_85868	19	15	27	15	17	26	23	23	11	0	30	14	28	33	8
macf1a_85869	298	291	331	194	211	393	301	323	208	0	329	264	339	198	183
mhc2b_85870	3	0	1	1	0	0	0	0	0	0	1	0	0	1	1
si:ch211-120g10.1_85871	11	4	0	3	1	1	1	1	2	0	0	2	3	4	2
dusp6_85872	289	216	208	175	198	227	250	168	313	0	260	325	292	245	202
vtg4_85873	3	2	0	1	2	5	4	0	1	0	2	2	0	4	2
topbp1_85874	58	54	75	20	36	74	45	57	29	0	69	48	84	34	50
ebp_85875	14	17	16	13	5	10	15	12	24	0	8	9	15	18	11
dhx29_85876	5	20	22	11	14	25	15	25	6	0	22	11	15	8	12
si:ch73-364h19.2_85877	8	2	5	0	3	1	2	2	2	0	8	1	2	4	4
bhlhe40_85878	13	22	20	12	17	16	21	15	26	0	14	23	19	13	5
mpeg1.1_85879	0	3	0	0	1	2	1	0	0	0	0	0	0	0	2
cdc42_85880	77	160	144	98	65	112	94	93	91	0	121	110	153	116	64
tgm8_85881	6	5	0	3	0	3	8	0	2	0	0	4	0	1	2
ahr1b_85882	29	18	32	35	28	14	35	42	39	0	11	29	31	35	44
kcnh4a_85883	0	2	0	2	1	0	0	0	0	0	2	1	0	1	2
gadd45aa_85884	1	1	1	3	0	0	0	0	0	0	0	1	1	4	4
c1d_85885	98	102	126	99	118	77	105	63	132	0	83	109	106	106	93
xpnpep3_85886	18	32	30	16	10	34	16	21	19	0	33	21	48	25	24
zgc:92137_85887	3	2	1	0	1	6	3	0	0	0	1	2	3	8	2
b3gnt2b_85888	3	3	1	4	2	5	3	5	5	0	0	7	1	4	3
grin3a_85889	3	1	1	4	0	4	2	2	0	0	0	1	4	1	5
slc29a1b_85890	0	2	1	3	0	4	2	0	0	0	0	1	0	3	1
pigf_85891	10	4	2	9	2	1	4	7	1	0	5	2	1	7	8
gstm.1_85892	85	127	118	152	73	88	104	63	119	0	74	105	143	161	100
slc16a1b_85893	18	23	26	25	6	45	18	20	19	0	27	17	28	43	12
ms4a17c.1_85894	2	0	0	0	1	0	1	0	2	0	4	2	0	0	2
fgf2_85895	3	11	14	11	9	12	16	23	6	0	14	5	21	7	12
afap1l2_85896	7	9	11	6	6	6	5	4	1	0	8	5	10	4	4
barx2_85897	23	23	20	16	18	20	28	31	19	0	28	14	36	28	30
vps72b_85898	0	2	0	0	0	4	2	7	0	0	2	4	2	5	1
cldn7a_85899	0	3	1	0	5	4	2	0	0	0	5	6	2	4	3
ddb2_85900	11	3	6	3	7	8	14	13	5	0	9	14	11	5	8
si:dkey-185e18.7_85901	16	13	23	9	5	24	8	18	17	0	19	10	13	10	16
nosip_85902	376	270	304	394	429	370	363	363	492	0	280	383	328	361	445
rap2c_85903	75	122	164	68	93	155	121	159	67	0	112	113	106	74	81
slc1a1_85904	10	12	10	8	2	7	1	10	8	0	4	12	14	10	8
hoga1_85905	8	14	24	13	10	13	12	26	7	0	35	16	18	14	11
decr1_85906	111	108	135	112	47	154	95	180	110	0	188	101	188	121	79
aasdhppt_85907	5	10	4	7	5	7	6	11	3	1	4	6	11	7	4
aip_85908	3	9	4	5	0	1	1	13	3	0	2	1	1	4	7
btr05_85909	0	1	2	0	2	0	1	0	7	0	3	5	2	0	3
arhgap1_85910	140	117	110	237	173	55	107	99	285	0	44	169	129	260	242
hsp90aa1.2_85911	224	233	290	351	246	208	221	412	374	0	162	228	358	373	306
fzd7b_85912	43	48	50	51	19	54	44	29	34	0	48	36	67	34	23
epn2_85913	14	30	12	9	15	25	17	24	10	0	24	11	22	16	9
psap_85914	47	74	75	53	21	169	54	68	46	0	76	64	76	60	49
cdk4_85915	31	25	19	21	12	64	18	36	26	0	60	37	42	20	9
mthfd2_85916	1	22	24	8	3	25	9	16	22	0	16	27	17	12	9
icn_85917	190	357	499	282	198	434	195	396	261	0	347	197	413	335	167
asb5b_85918	10	14	11	9	4	4	9	11	4	0	5	8	14	13	15
cx30.3_85919	11	19	33	8	15	26	16	21	18	0	26	8	23	19	11
eif4g1a_85920	1	4	3	8	5	5	8	4	3	0	5	16	6	9	6
bub1bb_85921	92	94	152	120	79	72	112	100	109	0	54	87	127	122	123
notch1b_85922	625	422	505	633	651	327	614	402	799	0	342	618	478	591	923
wdtc1_85923	21	15	13	9	10	16	5	15	8	0	15	9	18	7	16
gdpd3a_85924	7	22	10	5	4	7	9	9	11	0	9	7	9	7	5
KHDRBS3_85925	28	18	31	15	18	55	19	28	9	0	51	18	32	31	19
xrcc5_85926	185	260	260	245	176	243	201	203	311	0	157	252	280	279	234
fstl1b_85927	3	10	4	11	13	17	8	7	6	0	15	6	12	9	11
kcng1_85928	3	2	1	0	3	4	1	4	0	0	1	3	2	1	2
fgf21_85929	3	0	2	0	0	3	0	2	6	0	0	1	0	1	3
si:ch211-197g15.6_85930	3	7	0	0	0	0	2	2	0	0	2	2	2	0	0
camk1gb_85931	3	10	6	4	3	3	4	8	1	0	3	2	5	14	9
wu:fi04e12_85932	281	259	364	242	184	482	273	446	226	0	384	259	350	230	239
gdpd5a_85933	34	26	13	24	25	42	27	24	23	0	58	25	22	10	24
cenpf_85934	332	308	272	265	264	299	378	312	328	1	233	325	299	310	260
creb1b_85935	7	9	2	3	3	2	7	4	9	0	12	7	3	6	12
plp1a_85936	214	351	356	252	176	245	263	261	289	0	211	280	311	268	205
enpp2_85937	3	5	4	6	0	2	6	2	5	0	11	2	5	3	4
gabbr1a_85938	5	6	1	4	0	1	6	0	6	0	1	0	3	2	2
si:zfos-2070c2.3_85939	0	2	0	1	0	4	0	4	3	0	0	0	1	3	1
acsl1a_85940	275	248	279	299	240	224	286	254	324	0	187	245	330	285	346
nsfa_85941	14	16	15	7	6	20	19	15	6	0	16	14	17	10	12
usp14_85942	492	504	670	519	298	325	504	598	508	0	378	553	629	607	369
ephb2a_85943	53	28	38	31	62	46	39	20	48	0	49	41	40	25	38
wrb_85944	18	10	27	18	11	20	17	25	12	0	15	13	37	11	10
dapk1_85945	27	28	35	9	11	56	25	25	18	0	66	33	25	27	24
cebpz_85946	333	295	350	327	276	258	335	255	376	0	255	326	321	341	388
slc7a6_85947	7	0	8	12	3	11	1	11	2	0	8	6	7	18	7
tnfrsfa_85948	7	11	12	6	3	14	2	6	6	0	7	13	11	4	12
senp6a_85949	133	128	133	96	84	297	128	146	82	0	259	131	165	81	81
bdnf_85950	9	3	8	7	6	3	7	7	9	0	5	7	6	4	16
mnat1_85951	34	38	59	39	37	40	41	35	39	0	32	49	58	53	33
abcc4_85952	100	87	77	85	132	67	88	111	104	0	97	77	75	66	108
cerk_85953	100	78	108	115	63	141	108	129	90	0	127	88	115	82	75
pik3ca_85954	27	26	33	19	20	70	23	36	23	0	41	13	37	12	18
trim47_85955	17	6	7	11	8	10	21	10	11	0	12	20	20	15	12
ifngr1l_85956	8	2	0	1	0	19	3	1	5	0	11	6	13	3	0
abcb6a_85957	27	16	12	18	5	24	14	16	10	0	31	15	29	8	16
fam57a_85958	118	110	142	105	83	78	111	186	143	1	75	131	156	177	94
pycr1a_85959	2	8	2	5	1	1	5	1	4	0	3	1	6	3	1
rpia_85960	38	18	28	32	2	123	4	22	29	0	44	17	22	12	7
srsf7b_85961	2	3	3	1	3	3	1	2	4	0	0	6	0	1	5
scn8ab_85962	16	24	25	28	17	35	30	23	18	0	22	21	26	15	26
smc2_85963	394	422	437	279	209	579	353	458	234	0	577	325	473	290	247
nmur1b_85964	0	4	0	1	0	4	0	2	0	0	0	5	0	4	3
acadvl_85965	11	11	20	15	16	13	15	18	20	0	13	25	14	9	15
elovl6_85966	8	25	44	33	26	15	24	32	32	0	21	20	39	30	13
znf367_85967	84	94	102	50	67	162	58	109	52	0	104	89	122	34	51
