X	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5	VPA_EC10_24h_run1	VPA_EC10_24h_run2	VPA_EC10_24h_run3	VPA_EC10_24h_run4	VPA_EC10_24h_run5
mlec_85628	1162	1009	1033	836	0	1020	837	807	717	833	802	773	651	764	1029
rfc4_85629	34	16	7	8	0	18	17	13	8	6	22	14	9	18	6
eif4ba_85630	21	30	32	25	0	34	27	32	16	18	24	21	21	38	20
sgpp1_85631	119	63	105	60	0	141	88	116	67	47	103	72	78	82	68
jpt2_85632	142	131	190	176	0	113	186	206	188	125	126	89	147	180	104
ano9a_85633	320	249	333	234	0	344	307	399	211	239	251	203	281	277	176
SPDEF_85634	12	24	37	25	0	10	18	29	27	9	8	20	20	23	18
fgf8a_85635	20	12	12	5	1	17	11	10	6	2	5	5	12	2	3
si:ch211-160o17.2_85636	59	33	49	46	0	83	55	71	47	40	56	64	54	38	44
prkacbb_85637	460	425	475	511	0	434	454	567	495	414	344	440	377	508	381
ncaph_85638	16	10	5	25	0	30	0	11	0	20	21	23	3	20	21
dph2_85639	6	7	8	13	0	10	6	0	6	3	2	3	4	4	0
tigarb_85640	23	19	32	6	0	19	19	21	15	9	9	13	11	9	18
fosl1a_85641	58	24	22	19	0	18	14	23	18	16	8	18	8	15	19
ctnna1_85642	499	328	453	237	0	489	342	416	280	229	375	260	362	330	218
ecd_85643	9	5	2	3	0	5	8	10	4	3	5	1	5	10	0
ice1_85644	28	19	8	33	0	16	8	19	21	14	23	10	10	22	31
rfc5_85645	6	11	4	6	0	40	4	3	11	11	8	6	4	3	6
snx24_85646	0	2	2	3	0	2	0	1	0	2	1	1	2	2	0
atad2_85647	597	329	362	297	1	477	319	447	252	281	359	213	295	342	237
kif20a_85648	23	10	28	10	0	22	19	32	14	17	28	17	19	30	15
plk3_85649	63	60	66	35	0	53	58	87	53	41	49	28	51	78	21
ecscr_85650	5	15	14	17	0	2	10	20	13	15	9	9	5	18	5
hdac6_85651	17	14	17	16	0	30	20	23	13	10	24	21	14	27	24
bmp7a_85652	10	4	12	6	0	4	4	10	3	4	8	11	7	9	5
gata4_85653	1	3	4	1	0	0	0	2	0	7	1	1	3	3	2
adgrl4_85654	0	0	2	1	0	1	2	1	1	2	6	1	1	2	0
fpgs_85655	93	68	83	77	0	63	106	107	65	52	54	60	65	66	69
lrp5_85656	42	14	25	20	0	34	18	20	17	11	19	10	16	10	5
polr2i_85657	116	256	219	344	0	178	248	219	274	342	122	235	207	229	277
snx13_85658	9	8	9	12	0	13	4	13	2	6	11	4	9	8	7
plrg1_85659	18	10	4	15	0	16	9	23	13	2	17	8	10	10	7
si:zfos-367g9.1_85660	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0
si:busm1-228j01.6_85661	0	0	1	1	0	0	0	2	3	0	1	0	1	4	4
fybb_85662	1	3	4	3	0	2	0	0	1	7	0	0	1	1	1
btr01_85663	20	2	34	4	0	21	17	12	8	8	8	5	7	10	7
opn3_85664	0	0	2	1	0	0	1	4	0	1	0	0	1	3	2
si:dkey-33b17.3_85665	0	2	1	3	0	1	0	1	0	1	0	3	1	0	2
daam1a_85666	198	213	192	242	0	172	228	212	198	182	227	135	177	215	209
exo1_85667	62	54	48	27	0	60	60	58	39	36	54	25	37	30	37
recql_85668	6	6	4	4	0	8	7	6	10	8	9	5	8	2	2
ilf2_85669	68	23	22	23	0	39	18	20	18	12	25	14	17	26	10
matn4_85670	320	545	386	899	1	331	599	593	892	1310	242	380	387	691	1115
ywhaba_85671	1193	711	761	821	1	974	834	786	693	650	695	564	761	677	783
sox10_85672	32	6	12	4	0	22	8	20	11	6	22	6	12	15	6
cytip_85673	0	2	4	0	0	2	2	0	1	1	3	0	0	6	3
arrdc3a_85674	7	21	11	17	0	11	13	13	10	13	3	18	13	15	6
gria2a_85675	2	4	4	4	0	2	7	5	5	7	4	4	2	3	6
bcl2l11_85676	76	88	114	119	0	103	111	128	111	120	107	132	128	141	128
cox8a_85677	89	55	68	50	0	63	71	105	43	44	77	32	56	57	32
nrcama_85678	89	50	49	36	0	56	50	39	22	28	43	34	25	20	30
atp11c_85679	94	100	73	18	0	118	111	68	25	10	43	59	52	69	37
g6pd_85680	8	13	8	6	0	12	6	7	0	3	2	4	6	5	4
gsr_85681	2	0	38	41	0	0	28	0	67	27	40	1	0	14	74
rbx1_85682	0	4	5	0	0	7	4	4	3	9	4	3	3	0	3
si:ch211-114c12.5_85683	0	3	6	1	0	1	2	0	0	2	0	2	1	0	4
col6a3_85684	1	8	23	14	0	3	5	11	10	15	8	2	7	15	11
rpl4_85685	1229	1409	1561	1449	2	1112	1396	1697	1474	1215	967	1073	1229	1595	1122
phf5a_85686	686	583	632	539	0	600	595	582	654	599	411	445	427	704	510
sdf4_85687	289	336	361	345	0	281	360	260	302	250	378	262	272	374	321
tbp_85688	2	3	6	4	0	7	1	7	4	3	2	3	8	3	9
tspan4a_85689	4	4	7	1	0	2	6	7	7	7	2	3	8	7	3
vtg2_85690	3	3	4	1	1	1	3	3	2	1	1	3	0	4	0
sparta_85691	9	1	0	3	0	2	0	0	0	0	1	1	1	0	4
krt5_85692	2875	3232	4545	4548	4	3151	3717	4587	4812	1955	3218	3561	3344	4002	1701
rbks_85693	80	37	59	55	0	73	58	51	50	51	29	46	57	65	34
dnmt3bb.1_85694	10	10	7	7	0	16	7	9	5	7	1	9	5	13	7
alkbh5_85695	1	3	3	3	0	8	10	4	9	1	1	4	3	2	11
id2a_85696	10	3	6	3	0	4	6	3	4	3	4	2	4	11	1
cyp2aa4_85697	222	72	63	70	0	99	66	56	25	38	79	50	42	68	29
acp1_85698	415	572	490	692	0	381	501	520	579	585	265	458	362	594	521
hspa8_85699	1775	3436	3321	3958	2	1755	4146	4397	4514	3239	2221	2559	3395	4322	2222
furina_85700	1	3	4	1	0	8	6	3	2	1	5	6	4	9	0
rpl19_85701	27554	53791	43107	63145	73	28160	44661	43219	55555	73426	24917	42322	38337	56925	58466
b4gat1_85702	25	9	14	15	30	11	13	7	9	7	10	9	6	8	8
plin2_85703	9	1	0	1	0	8	1	0	2	4	5	3	0	6	3
shank3b_85704	0	10	4	5	0	0	10	12	2	5	6	1	8	6	10
apoa1a_85705	974	166	475	115	0	373	413	422	148	55	278	102	318	250	130
mtm1_85706	46	42	72	44	1	54	50	66	57	25	48	49	55	50	33
fdft1_85707	20	6	16	16	0	18	20	20	8	13	15	5	11	3	7
vrk1_85708	490	355	326	305	0	429	301	214	195	257	261	248	270	336	314
psma4_85709	91	42	62	42	0	109	66	97	48	39	75	31	49	59	21
timmdc1_85710	491	332	315	314	0	370	318	281	225	238	284	250	224	282	230
pccb_85711	4	6	2	9	0	14	8	6	15	7	3	7	9	7	3
endog_85712	61	135	109	135	0	103	114	91	123	73	93	88	84	129	85
ggcx_85713	946	778	1011	1096	2	849	897	920	1111	1058	746	920	900	1009	1046
anxa5b_85714	54	108	170	113	0	67	167	140	173	122	70	70	99	188	127
hexa_85715	1	2	2	1	0	6	0	4	6	5	1	1	5	0	2
mob4_85716	290	377	319	488	0	210	391	343	458	533	229	328	284	502	395
ikbkb_85717	3	4	4	1	0	5	4	5	5	3	2	4	3	4	2
slc2a1b_85718	44	21	28	3	0	17	11	15	4	3	32	14	25	12	10
nipsnap1_85719	42	14	38	23	0	37	30	40	25	15	18	17	29	14	29
myl12.2_85720	51	31	47	33	0	78	30	63	28	15	41	36	49	43	23
abcb4_85721	0	1	0	0	0	2	2	3	2	2	0	2	4	2	4
CABZ01032488.1_85722	3	1	5	2	0	0	1	1	0	12	0	0	2	3	3
trappc3_85723	266	168	274	206	0	311	220	267	253	175	258	178	208	245	175
oxsr1b_85724	25	17	13	20	0	21	11	29	13	9	38	24	17	25	3
pafah1b3_85725	0	0	0	1	0	0	1	1	0	4	0	4	1	0	2
mif_85726	10	8	2	4	0	4	10	5	7	3	5	4	10	2	6
lyrm1_85727	2	2	2	3	0	3	4	7	1	0	4	1	3	0	6
kremen1_85728	138	158	167	109	0	146	117	166	123	120	139	127	126	105	124
gria2b_85729	1	5	18	16	0	3	4	5	3	5	2	0	5	1	9
socs1a_85730	14	8	10	9	0	6	4	7	13	11	11	2	10	13	10
gnas_85731	1	0	4	6	0	9	1	5	2	6	2	4	7	7	7
stk10_85732	16	23	10	11	0	30	15	7	8	3	19	11	6	8	4
myo10_85733	1	2	1	2	0	1	1	5	0	0	2	1	2	2	3
pmm2_85734	0	4	4	0	0	3	0	0	3	0	0	4	1	0	2
avpr2l_85735	2	2	0	3	0	0	3	1	1	3	0	1	5	2	1
GLB1L2_85736	5	4	7	1	0	5	6	10	8	1	2	1	3	0	4
eef1g_85737	16425	26252	21904	28081	18	16603	24215	24042	24368	28370	15711	23187	23756	30978	29177
si:dkey-25o16.4_85738	402	470	295	469	0	271	333	341	447	511	244	274	220	504	401
hbae3_85739	18	13	20	14	0	12	14	19	16	12	4	4	13	7	9
dhdds_85740	42	17	16	14	0	16	24	24	16	13	19	13	14	14	24
slc38a3a_85741	3	5	3	11	0	1	1	7	5	6	2	8	2	1	3
lamp1b_85742	108	126	120	166	0	92	133	149	175	130	90	107	123	143	113
stc1_85743	0	3	0	0	0	1	2	2	4	0	2	2	2	0	0
tnfsf10_85744	46	57	67	49	0	32	51	73	54	48	33	34	53	55	48
btr20_85745	27	31	57	29	0	3	13	22	23	39	7	28	23	31	31
cebpb_85746	38	12	12	13	0	21	11	13	16	9	15	6	12	11	9
btr31_85747	3	0	3	0	0	0	0	2	0	0	0	0	0	0	1
slc51a_85748	15	5	5	8	0	5	2	5	2	8	7	7	2	7	4
dmtf1_85749	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
esrp1_85750	3	2	2	1	0	0	6	6	5	8	1	1	7	0	1
gna11a_85751	20	11	10	3	0	6	11	15	4	2	21	6	8	2	5
bida_85752	265	346	356	368	0	251	368	394	368	333	233	325	329	450	365
prss23_85753	22	23	35	22	0	20	14	39	19	11	26	16	14	17	8
ahrra_85754	2	2	3	1	0	0	2	0	2	1	0	1	0	2	0
cyp2aa2_85755	28	33	11	16	0	29	29	14	22	11	26	20	23	20	7
vtg1_85756	2	3	0	2	0	1	4	1	1	8	1	2	1	4	4
amh_85757	1	5	2	5	0	0	0	2	1	8	2	2	2	2	3
hhip_85758	16	0	2	3	0	8	1	4	1	3	3	3	5	1	7
vtnb_85759	111	94	211	113	1	125	107	151	173	174	82	127	127	107	151
adgrg1_85760	243	224	183	154	0	251	205	253	209	197	187	154	128	197	192
rhol_85761	0	2	3	2	0	2	3	3	0	2	3	6	0	1	5
ngfb_85762	1	2	2	1	0	1	1	1	2	2	2	1	2	2	0
ei24_85763	10	7	11	8	0	7	12	15	14	14	5	13	11	15	7
tiam1a_85764	72	58	63	43	0	73	56	79	45	32	59	50	39	59	26
slc6a6a_85765	1	3	0	1	0	4	7	0	4	3	0	1	1	2	0
notch2_85766	100	56	77	43	0	82	60	93	50	51	55	49	40	47	56
htr1b_85767	0	4	5	2	0	2	0	2	2	5	2	2	3	1	2
slc1a3a_85768	1814	2140	2254	1972	1	2581	2100	2474	1653	2381	1889	1894	1979	2407	1951
rrm2b_85769	42	20	33	43	0	32	29	57	35	32	40	41	34	59	31
adgrg3_85770	3	2	3	2	0	1	1	1	2	0	1	0	1	1	4
polb_85771	202	341	291	417	0	199	290	310	386	380	245	220	235	365	347
edem1_85772	118	81	106	79	0	83	106	82	67	73	69	62	65	80	58
si:ch211-241e1.3_85773	4	3	0	0	0	2	3	1	4	0	3	2	1	3	2
rictorb_85774	113	37	61	34	0	131	25	72	28	30	51	26	27	53	28
per2_85775	119	40	94	42	0	99	47	80	46	28	38	35	50	61	38
cox6c_85776	286	280	835	738	0	199	281	307	651	122	128	183	408	811	102
grk1a_85777	1	5	6	3	0	6	1	2	7	6	6	5	3	4	2
eif2b1_85778	99	45	72	38	0	98	54	67	44	22	65	24	43	50	41
slc6a3_85779	3	2	1	2	0	5	2	2	2	4	2	5	0	6	3
xpc_85780	2	0	6	4	0	1	1	7	3	4	0	3	0	1	0
tsta3_85781	219	271	299	266	0	287	279	327	251	222	218	281	235	324	204
pcbd1_85782	3	1	2	4	0	1	2	5	1	3	0	2	9	5	1
p2ry10_85783	0	1	3	1	0	5	2	1	8	1	0	4	1	2	0
iars2_85784	35	29	23	14	0	38	27	23	18	35	26	24	27	12	26
RANBP2_85785	1488	876	1021	720	0	1179	847	953	720	742	844	677	599	818	690
fkbp1aa_85786	5192	3465	3970	3544	5	5527	3662	3826	2944	2847	3071	2660	3068	4199	3336
prkab1a_85787	191	194	228	240	1	177	216	174	134	230	162	160	146	222	235
sesn2_85788	108	82	63	64	0	61	83	83	77	58	85	59	46	86	70
toporsa_85789	71	117	96	104	0	104	129	107	101	107	86	88	64	122	106
pnp5a_85790	41	16	39	8	0	21	9	11	14	16	28	8	14	9	18
drd1a_85791	2	0	4	2	1	4	1	7	3	1	2	2	0	4	3
fgfr2_85792	302	119	183	148	0	280	158	250	171	81	219	112	164	187	69
dlgap4a_85793	19	19	27	12	0	29	15	22	15	7	25	19	30	23	17
itgb1a_85794	4	2	1	0	0	0	1	3	1	2	0	0	1	0	0
kcnk17_85795	0	0	2	0	0	0	1	1	1	1	0	3	1	2	3
coro1a_85796	8	5	4	12	0	13	11	13	8	5	19	4	4	12	8
zgc:64002_85797	2	2	4	0	0	6	2	1	2	4	2	0	1	1	1
washc5_85798	217	359	324	418	0	240	290	267	229	321	209	282	272	391	319
plod3_85799	289	122	151	65	0	237	127	72	32	68	212	99	128	106	71
nt5e_85800	2	11	6	3	0	4	5	0	3	2	7	6	8	6	4
ddit4_85801	43	15	29	16	0	49	11	25	8	16	27	17	17	7	6
prss1_85802	11	6	16	15	0	21	23	17	31	17	12	16	26	18	20
c1r_85803	9	5	3	0	0	3	5	3	3	7	3	3	1	10	5
kcnq3_85804	9	1	1	2	0	10	2	3	0	0	3	1	1	1	1
XKR4_85805	15	5	22	4	0	15	15	7	11	8	8	6	18	5	8
si:ch211-171h4.6_85806	2	1	0	1	0	5	1	2	2	4	1	1	6	1	5
per3_85807	303	286	237	323	0	283	287	261	223	309	196	231	171	337	309
lef1_85808	4	5	16	4	0	23	6	5	9	2	11	3	13	11	13
ets1_85809	19	4	4	8	0	3	4	15	6	5	9	7	7	4	2
gzm3.4_85810	3	0	0	0	0	2	3	0	6	0	2	3	4	0	0
smad5_85811	9	8	4	1	0	11	10	2	3	5	7	5	8	9	5
bzw1b_85812	179	31	8	26	0	40	31	6	49	1	0	3	3	55	1
si:dkey-211g8.1_85813	0	2	5	3	0	2	2	5	2	0	1	2	0	6	0
cyp4f3_85814	3	2	1	3	0	4	0	1	7	6	0	2	2	8	0
h1f0_85815	13	8	13	7	0	15	9	18	3	13	16	8	14	16	7
gdf7_85816	5	6	4	8	0	6	1	9	3	6	0	2	4	18	5
egr1_85817	6	9	6	9	0	5	7	8	8	17	5	5	3	6	6
her9_85818	0	23	3	8	0	12	17	3	7	6	14	6	3	10	4
hmgb1a_85819	416	230	337	105	0	418	185	305	236	197	287	135	234	239	109
grin3bb_85820	10	29	5	21	0	10	16	13	7	15	5	7	8	18	11
kif13a_85821	102	121	67	58	0	60	61	93	71	58	69	36	61	92	54
mbpb_85822	35	33	22	22	0	30	22	33	22	13	29	18	19	33	15
dub_85823	12	13	16	6	0	9	23	15	17	5	4	5	7	7	9
si:dkey-21h14.3_85824	10	9	8	8	0	12	14	4	18	8	4	13	6	12	14
si:dkey-251i10.1_85825	12	14	18	11	0	15	22	19	12	12	23	8	18	31	13
slc2a6_85826	0	0	0	1	0	2	0	1	0	0	1	1	1	1	2
map3k5_85827	1	4	4	1	0	3	2	3	5	3	0	1	0	1	0
wisp1a_85828	0	1	5	2	0	2	1	3	3	0	0	0	3	2	1
rpa3_85829	113	120	166	124	0	64	122	165	174	123	97	80	158	149	82
hdac1_85830	4046	3468	3381	3261	4	3734	3160	3644	3113	3027	2519	2572	2674	3421	2692
sema5a_85831	20	8	5	14	0	18	9	13	11	8	12	5	19	9	26
ptpn6_85832	2	3	1	3	0	7	3	2	7	3	0	1	2	2	4
bub3_85833	526	649	620	811	0	508	722	752	660	714	531	491	602	608	732
bcl6a_85834	44	32	57	61	0	24	54	74	55	74	46	75	36	44	51
pdia6_85835	355	717	544	818	0	604	722	539	956	696	285	881	441	884	631
si:dkey-219e21.2_85836	3	4	6	3	0	8	9	6	0	9	0	2	1	7	4
zgc:113921_85837	168	60	78	39	0	140	61	53	29	28	110	37	60	39	60
igl3v2_85838	5	5	0	7	0	3	5	5	0	6	1	1	0	3	3
ywhaz_85839	93	97	137	103	0	102	117	158	140	89	119	87	114	101	69
nuak2_85840	22	6	11	5	0	18	5	7	9	16	8	5	9	7	5
bnip3_85841	9	7	15	3	0	14	8	12	7	12	7	11	8	11	11
eif3k_85842	634	561	766	401	0	714	532	797	471	197	680	353	443	555	194
mad2l1_85843	380	410	540	424	1	343	544	503	519	392	430	315	417	513	298
amigo1_85844	0	0	3	1	0	1	2	1	1	0	1	6	0	7	5
usp1_85845	64	31	53	25	0	53	23	55	26	17	53	22	34	28	16
hsd3b7_85846	34	8	18	6	0	18	8	12	9	4	18	5	7	13	7
mthfd1a_85847	10	3	13	7	0	10	10	12	14	7	3	2	7	8	11
tuba1b_85848	46	15	44	13	0	38	53	19	17	19	14	17	47	25	63
psmb10_85849	55	30	11	23	0	69	30	28	18	4	90	19	12	44	11
acbd3_85850	33	29	57	38	1	18	21	48	21	18	22	18	35	27	20
aurka_85851	167	166	192	147	1	149	175	233	155	102	153	121	191	185	116
col11a2_85852	7	17	22	14	0	18	19	19	16	6	18	12	9	12	4
col5a1_85853	102	43	62	39	0	111	55	53	23	24	61	31	31	54	25
sh2d1ab_85854	0	1	6	17	0	0	0	0	0	0	0	0	0	17	17
cuedc2_85855	16	22	27	24	0	9	25	30	33	13	12	21	13	15	7
knl1_85856	25	34	23	64	0	28	58	51	54	35	25	33	24	51	36
agtrap_85857	16	34	18	70	0	15	32	18	115	63	21	23	25	49	60
cdkn1bb_85858	280	140	260	52	1	258	217	209	67	65	192	110	156	141	89
calua_85859	3	4	4	10	0	4	10	2	7	6	7	10	4	6	2
dusp4_85860	4	3	4	3	0	4	6	0	1	10	7	0	6	2	3
ptprk_85861	1	4	0	0	0	3	1	0	0	0	1	0	0	0	1
pdlim1_85862	190	171	201	153	0	202	202	247	196	144	183	157	171	165	133
rnps1_85863	68	44	32	39	0	66	54	68	55	33	29	25	42	45	19
gemin5_85864	56	18	30	31	0	49	20	40	13	21	26	17	16	16	0
fermt2_85865	18	11	9	16	0	10	10	20	18	6	17	12	8	7	5
igfbp6a_85866	0	1	4	1	0	0	3	0	0	3	0	0	2	2	0
ddr2l_85867	37	11	17	5	0	20	12	18	1	8	24	4	15	16	8
slc5a3b_85868	26	23	23	11	0	30	14	28	33	8	21	15	14	23	13
macf1a_85869	393	301	323	208	0	329	264	339	198	183	392	212	255	284	220
mhc2b_85870	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0
si:ch211-120g10.1_85871	1	1	1	2	0	0	2	3	4	2	3	4	3	3	2
dusp6_85872	227	250	168	313	0	260	325	292	245	202	185	220	169	241	129
vtg4_85873	5	4	0	1	0	2	2	0	4	2	3	1	0	1	4
topbp1_85874	74	45	57	29	0	69	48	84	34	50	51	26	40	51	36
ebp_85875	10	15	12	24	0	8	9	15	18	11	2	15	7	17	9
dhx29_85876	25	15	25	6	0	22	11	15	8	12	15	15	17	18	11
si:ch73-364h19.2_85877	1	2	2	2	0	8	1	2	4	4	0	3	3	1	5
bhlhe40_85878	16	21	15	26	0	14	23	19	13	5	26	5	15	16	8
mpeg1.1_85879	2	1	0	0	0	0	0	0	0	2	0	2	0	1	2
cdc42_85880	112	94	93	91	0	121	110	153	116	64	89	72	70	116	53
tgm8_85881	3	8	0	2	0	0	4	0	1	2	0	8	4	4	1
ahr1b_85882	14	35	42	39	0	11	29	31	35	44	29	21	35	49	24
kcnh4a_85883	0	0	0	0	0	2	1	0	1	2	2	1	2	2	0
gadd45aa_85884	0	0	0	0	0	0	1	1	4	4	3	2	0	2	0
c1d_85885	77	105	63	132	0	83	109	106	106	93	60	99	78	114	116
xpnpep3_85886	34	16	21	19	0	33	21	48	25	24	23	18	34	27	19
zgc:92137_85887	6	3	0	0	0	1	2	3	8	2	2	7	1	1	3
b3gnt2b_85888	5	3	5	5	0	0	7	1	4	3	0	6	1	2	3
grin3a_85889	4	2	2	0	0	0	1	4	1	5	0	3	1	3	7
slc29a1b_85890	4	2	0	0	0	0	1	0	3	1	1	1	2	1	5
pigf_85891	1	4	7	1	0	5	2	1	7	8	0	7	6	1	1
gstm.1_85892	88	104	63	119	0	74	105	143	161	100	78	88	74	117	78
slc16a1b_85893	45	18	20	19	0	27	17	28	43	12	14	14	18	34	9
ms4a17c.1_85894	0	1	0	2	0	4	2	0	0	2	0	0	0	0	0
fgf2_85895	12	16	23	6	0	14	5	21	7	12	5	12	11	14	8
afap1l2_85896	6	5	4	1	0	8	5	10	4	4	7	3	5	16	4
barx2_85897	20	28	31	19	0	28	14	36	28	30	21	20	26	23	13
vps72b_85898	4	2	7	0	0	2	4	2	5	1	6	1	4	3	3
cldn7a_85899	4	2	0	0	0	5	6	2	4	3	6	3	4	7	4
ddb2_85900	8	14	13	5	0	9	14	11	5	8	19	5	13	7	7
si:dkey-185e18.7_85901	24	8	18	17	0	19	10	13	10	16	17	5	10	19	17
nosip_85902	370	363	363	492	0	280	383	328	361	445	291	366	254	431	497
rap2c_85903	155	121	159	67	0	112	113	106	74	81	137	67	100	89	70
slc1a1_85904	7	1	10	8	0	4	12	14	10	8	17	6	20	12	1
hoga1_85905	13	12	26	7	0	35	16	18	14	11	13	7	20	27	12
decr1_85906	154	95	180	110	0	188	101	188	121	79	107	108	128	116	77
aasdhppt_85907	7	6	11	3	1	4	6	11	7	4	16	7	2	4	1
aip_85908	1	1	13	3	0	2	1	1	4	7	4	4	2	2	0
btr05_85909	0	1	0	7	0	3	5	2	0	3	1	2	1	3	0
arhgap1_85910	55	107	99	285	0	44	169	129	260	242	77	155	75	226	166
hsp90aa1.2_85911	208	221	412	374	0	162	228	358	373	306	126	259	217	482	231
fzd7b_85912	54	44	29	34	0	48	36	67	34	23	32	24	38	35	33
epn2_85913	25	17	24	10	0	24	11	22	16	9	20	8	10	16	7
psap_85914	169	54	68	46	0	76	64	76	60	49	50	50	56	60	30
cdk4_85915	64	18	36	26	0	60	37	42	20	9	30	15	29	26	11
mthfd2_85916	25	9	16	22	0	16	27	17	12	9	25	14	16	4	8
icn_85917	434	195	396	261	0	347	197	413	335	167	282	241	378	319	148
asb5b_85918	4	9	11	4	0	5	8	14	13	15	1	4	4	9	3
cx30.3_85919	26	16	21	18	0	26	8	23	19	11	12	20	15	33	9
eif4g1a_85920	5	8	4	3	0	5	16	6	9	6	5	6	6	3	0
bub1bb_85921	72	112	100	109	0	54	87	127	122	123	58	57	87	123	111
notch1b_85922	327	614	402	799	0	342	618	478	591	923	321	495	426	758	832
wdtc1_85923	16	5	15	8	0	15	9	18	7	16	15	31	22	11	9
gdpd3a_85924	7	9	9	11	0	9	7	9	7	5	7	8	13	13	5
KHDRBS3_85925	55	19	28	9	0	51	18	32	31	19	19	21	21	25	18
xrcc5_85926	243	201	203	311	0	157	252	280	279	234	198	197	239	269	191
fstl1b_85927	17	8	7	6	0	15	6	12	9	11	18	4	8	8	10
kcng1_85928	4	1	4	0	0	1	3	2	1	2	4	1	6	4	0
fgf21_85929	3	0	2	6	0	0	1	0	1	3	1	3	3	0	2
si:ch211-197g15.6_85930	0	2	2	0	0	2	2	2	0	0	0	1	6	0	2
camk1gb_85931	3	4	8	1	0	3	2	5	14	9	12	0	4	8	4
wu:fi04e12_85932	482	273	446	226	0	384	259	350	230	239	334	235	296	321	180
gdpd5a_85933	42	27	24	23	0	58	25	22	10	24	17	25	22	24	9
cenpf_85934	299	378	312	328	1	233	325	299	310	260	193	234	252	350	330
creb1b_85935	2	7	4	9	0	12	7	3	6	12	4	4	5	4	2
plp1a_85936	245	263	261	289	0	211	280	311	268	205	249	167	239	268	181
enpp2_85937	2	6	2	5	0	11	2	5	3	4	6	3	4	4	13
gabbr1a_85938	1	6	0	6	0	1	0	3	2	2	2	0	3	5	0
si:zfos-2070c2.3_85939	4	0	4	3	0	0	0	1	3	1	0	2	0	0	1
acsl1a_85940	224	286	254	324	0	187	245	330	285	346	154	292	230	362	295
nsfa_85941	20	19	15	6	0	16	14	17	10	12	9	7	8	12	6
usp14_85942	325	504	598	508	0	378	553	629	607	369	352	397	423	575	339
ephb2a_85943	46	39	20	48	0	49	41	40	25	38	38	41	36	44	48
wrb_85944	20	17	25	12	0	15	13	37	11	10	17	16	13	15	7
dapk1_85945	56	25	25	18	0	66	33	25	27	24	32	17	17	30	25
cebpz_85946	258	335	255	376	0	255	326	321	341	388	233	283	223	365	286
slc7a6_85947	11	1	11	2	0	8	6	7	18	7	4	9	10	7	11
tnfrsfa_85948	14	2	6	6	0	7	13	11	4	12	3	6	11	2	9
senp6a_85949	297	128	146	82	0	259	131	165	81	81	178	86	122	118	119
bdnf_85950	3	7	7	9	0	5	7	6	4	16	9	14	8	4	6
mnat1_85951	40	41	35	39	0	32	49	58	53	33	40	32	40	45	28
abcc4_85952	67	88	111	104	0	97	77	75	66	108	93	81	68	112	120
cerk_85953	141	108	129	90	0	127	88	115	82	75	95	90	96	98	65
pik3ca_85954	70	23	36	23	0	41	13	37	12	18	26	17	20	22	13
trim47_85955	10	21	10	11	0	12	20	20	15	12	10	13	15	8	3
ifngr1l_85956	19	3	1	5	0	11	6	13	3	0	4	8	7	3	3
abcb6a_85957	24	14	16	10	0	31	15	29	8	16	12	13	14	15	11
fam57a_85958	78	111	186	143	1	75	131	156	177	94	85	108	111	139	96
pycr1a_85959	1	5	1	4	0	3	1	6	3	1	2	4	4	12	7
rpia_85960	123	4	22	29	0	44	17	22	12	7	27	24	15	38	15
srsf7b_85961	3	1	2	4	0	0	6	0	1	5	1	4	1	5	1
scn8ab_85962	35	30	23	18	0	22	21	26	15	26	26	18	32	39	17
smc2_85963	579	353	458	234	0	577	325	473	290	247	376	219	390	283	241
nmur1b_85964	4	0	2	0	0	0	5	0	4	3	1	1	3	0	3
acadvl_85965	13	15	18	20	0	13	25	14	9	15	14	10	10	18	13
elovl6_85966	15	24	32	32	0	21	20	39	30	13	23	21	30	28	28
znf367_85967	162	58	109	52	0	104	89	122	34	51	114	43	99	90	53
gnb1a_85968	16	8	5	11	0	11	2	12	2	10	9	2	4	7	2
slc1a2b_85969	10	6	22	5	0	1	7	11	22	4	6	12	4	18	6
rbm47_85970	117	53	56	37	0	88	50	67	74	48	68	45	83	55	33
cdk5r1b_85971	11	3	7	3	0	1	6	5	14	4	2	9	0	3	9
mrpl3_85972	9	11	24	12	0	4	10	13	17	17	7	7	17	13	14
eif3c_85973	76	69	84	50	0	70	52	65	51	31	54	34	48	39	32
tnip1_85974	539	268	302	212	0	533	312	363	197	207	341	221	276	295	194
ints6l_85975	6	9	3	4	0	39	22	1	15	6	20	37	0	17	12
actl6a_85976	547	962	678	1131	1	575	942	880	1191	1076	450	715	695	1017	872
cdkn3_85977	39	41	28	36	0	36	28	28	34	25	29	18	33	38	30
hectd2_85978	8	14	15	3	0	7	12	10	12	9	11	5	13	10	5
impdh2_85979	207	224	230	192	0	186	201	251	226	197	142	196	167	275	159
cct6a_85980	4468	8536	6460	9243	1	4544	6899	6512	7871	8567	4349	6914	6427	9854	9122
cltcl1_85981	22	12	14	10	0	17	13	8	11	7	11	8	7	7	7
