X	Ebut_EC10_48h_run1	Ebut_EC10_48h_run2	Ebut_EC10_48h_run3	Ebut_EC10_48h_run4	Ebut_EC10_48h_run5	DMSO_48h_run1	DMSO_48h_run2	DMSO_48h_run3	DMSO_48h_run4	DMSO_48h_run5	NK_48h_run1	NK_48h_run2	NK_48h_run3	NK_48h_run4	NK_48h_run5
myl1_85025	10343	10191	10864	8229	12228	4031	13253	9289	6506	6	4827	12038	9661	8243	13815
rpl29_85026	1105	1023	1136	844	721	507	889	1010	970	0	720	736	996	655	854
atg12_85027	241	198	225	294	260	194	257	216	257	1	193	214	232	272	269
pla2g4aa_85028	97	84	99	60	98	55	79	79	89	0	64	86	90	78	87
oxtr_85029	6	4	3	4	4	1	3	2	1	0	1	0	4	7	3
flad1_85030	8	8	10	7	6	8	6	9	6	0	11	3	5	5	17
plekhg4_85031	377	318	367	322	323	414	301	251	310	0	421	283	315	303	299
tmem65_85032	270	259	307	385	259	365	227	241	269	0	383	229	266	270	241
rnf19b_85033	20	16	23	20	26	32	17	14	23	0	46	27	22	17	18
phlda3_85034	9	13	18	15	21	13	10	16	15	0	18	10	30	12	17
cnr1_85035	6	1	10	0	4	3	0	2	0	0	10	2	2	4	5
brip1_85036	2	7	7	7	9	6	1	0	3	0	7	3	1	5	4
carmil1_85037	8	7	16	6	14	4	5	9	10	0	11	7	6	14	12
sec62_85038	141	169	171	144	162	156	141	141	191	0	150	139	155	166	139
atp1b1a_85039	184	132	132	126	121	113	101	118	138	0	136	101	122	103	162
eed_85040	34	47	87	38	37	52	36	41	45	0	60	24	59	56	39
fcho1_85041	7	5	21	14	3	12	4	4	4	0	9	6	4	3	3
socs3a_85042	20	36	26	18	34	33	27	23	35	0	23	32	24	28	25
hdac8_85043	4	9	16	8	16	7	0	2	4	0	7	2	3	5	5
pomca_85044	5	8	8	2	32	12	4	20	9	0	7	3	8	3	19
eloa_85045	140	133	140	177	155	222	121	126	164	0	199	166	155	161	158
atp6v0b_85046	338	344	338	353	370	220	326	318	291	0	235	332	337	399	332
atad5a_85047	1	2	7	8	3	9	4	3	8	0	8	2	7	4	5
rxylt1_85048	4	2	2	2	5	1	3	1	1	0	3	6	1	6	1
cops7a_85049	373	365	377	339	339	421	378	359	367	1	418	345	369	351	366
tnfsf13_85050	4	3	4	8	3	5	1	1	6	0	2	4	5	2	2
edn1_85051	60	51	58	70	48	55	50	44	64	0	72	46	39	48	78
mcm10_85052	45	26	25	27	25	22	18	31	29	0	42	15	15	26	33
zgc:162964_85053	1	5	4	14	8	1	2	0	6	0	5	1	7	9	12
casc3_85054	275	326	324	302	340	441	218	245	363	0	627	217	248	246	265
si:ch1073-342h5.2_85055	13	13	25	22	11	25	15	18	16	0	16	13	17	13	13
vcam1b_85056	219	261	226	266	290	326	260	194	231	1	355	257	255	335	197
cyp11c1_85057	6	4	6	10	4	14	9	10	10	0	19	7	14	9	9
pnp5b_85058	69	79	52	51	52	78	73	63	59	0	110	58	66	69	40
sspn_85059	5	8	9	5	8	9	3	2	7	0	11	5	5	4	4
slc38a2_85060	59	57	83	56	42	35	38	66	67	0	44	31	46	51	46
bace2_85061	11	12	11	8	4	6	5	5	0	0	6	6	10	12	4
atp6ap1a_85062	96	164	176	114	154	106	151	149	120	1	95	149	109	129	129
camk4_85063	1	2	8	5	8	7	4	1	11	0	0	4	3	3	2
ero1b_85064	64	85	102	57	62	102	48	69	91	0	108	52	62	51	70
foxb1a_85065	36	42	47	56	34	44	40	25	21	0	45	33	47	32	33
eomesa_85066	131	104	116	107	108	131	98	103	129	0	105	117	89	90	111
gstz1_85067	15	6	6	15	17	14	4	7	12	0	5	6	5	9	15
man2b1_85068	71	50	71	48	61	66	76	58	68	0	63	72	69	79	93
prcp_85069	21	16	26	14	15	16	12	21	21	0	20	20	19	12	18
rab4a_85070	242	293	241	245	236	374	360	237	158	1	453	324	227	273	106
havcr1_85071	15	12	11	11	13	12	7	7	4	0	21	10	13	13	17
cdk7_85072	183	164	232	149	142	184	143	155	196	0	260	149	159	111	133
ipcef1_85073	84	82	55	105	71	89	74	71	99	0	67	62	80	88	84
wfs1b_85074	14	5	5	13	2	2	7	3	5	0	8	6	11	10	17
gps1_85075	158	155	120	132	151	109	142	128	150	1	108	187	118	172	154
lgmn_85076	24	11	13	13	10	15	4	20	34	0	23	9	12	16	16
cyp51_85077	60	49	82	68	106	55	57	61	87	0	47	39	70	53	66
dre-mir-145_85078	10	2	7	12	7	3	5	1	7	0	7	4	4	4	13
phlpp1_85079	10	4	20	10	21	9	8	5	12	0	2	5	10	10	10
hbba1_85080	0	1	0	5	3	0	0	0	1	0	0	0	2	1	3
grwd1_85081	39	53	54	28	32	55	35	38	50	0	66	31	44	38	35
daxx_85082	300	240	303	341	417	254	227	231	368	0	300	275	295	272	341
ptk2ab_85083	131	135	175	198	184	159	157	110	150	0	194	192	157	156	164
efhd2_85084	36	28	58	33	24	36	12	16	28	0	38	20	25	41	23
timp4.1_85085	10	4	7	8	5	1	2	4	5	0	1	3	1	4	8
kat2b_85086	4	0	2	4	5	4	6	5	7	0	1	1	1	5	0
mtnr1bb_85087	2	2	9	7	6	1	4	4	8	0	0	2	7	11	5
hs2st1a_85088	453	416	468	492	468	335	456	382	414	0	426	449	423	454	535
ggt1a_85089	11	4	7	10	2	4	11	7	7	0	6	0	5	7	4
clpxa_85090	285	298	411	266	302	361	325	340	362	0	336	322	287	278	298
ccnjl_85091	1	7	14	7	5	11	3	3	9	0	7	5	9	8	8
ttc21b_85092	0	1	2	3	12	5	3	1	5	0	5	0	2	4	2
rbms2a_85093	263	203	239	248	222	261	181	217	220	0	268	179	206	198	153
cyt1_85094	28297	22879	27674	19898	29390	21786	23934	20182	22379	26	14026	26672	19845	25378	29253
CABZ01063556.1_85095	149	175	145	183	257	104	246	114	140	0	119	230	167	231	269
aebp2_85096	351	276	287	329	272	444	249	197	420	0	413	237	187	307	228
fsd1_85097	63	66	46	57	55	76	64	57	86	1	88	39	52	40	49
tmem107_85098	16	24	43	14	23	15	25	22	18	0	25	7	16	22	18
dlb_85099	1141	839	816	829	924	1101	817	629	1014	1	1178	928	792	981	896
prmt5_85100	8	12	20	10	15	28	20	9	12	0	14	9	11	11	13
cgnb_85101	64	55	50	30	44	91	24	61	45	0	86	29	64	33	32
sytl1_85102	2	2	5	9	6	4	5	3	8	0	6	2	3	6	7
viml_85103	3	10	4	0	8	3	2	3	1	0	8	5	3	5	3
notch3_85104	131	143	183	107	87	121	76	168	134	0	162	109	137	119	96
pttg1_85105	287	151	216	198	182	201	212	225	201	0	290	203	189	229	205
itgae.2_85106	3	2	6	3	3	0	1	3	6	0	2	1	0	4	5
sirt2_85107	23	16	29	18	21	30	13	23	15	0	37	11	20	33	18
gzma_85108	3	2	0	0	2	0	3	1	4	0	0	1	2	1	2
usp18_85109	6	3	5	5	10	5	6	1	12	0	8	1	4	6	2
gprc5ba_85110	611	580	693	686	586	696	700	574	431	0	616	663	588	442	404
si:ch211-266c8.1_85111	67	33	71	162	143	59	25	48	139	0	43	37	68	150	98
gnai2b_85112	20	28	22	12	7	15	8	7	10	0	17	4	9	8	11
prr15la_85113	54	40	47	64	52	64	48	57	49	0	46	51	36	69	66
rpl39_85114	9392	8460	9642	6672	6684	9101	7672	8594	8234	7	10130	7152	8964	7224	7435
col15a1b_85115	37	25	44	18	31	29	35	20	32	0	39	27	43	26	26
hspa4a_85116	7	6	4	8	8	11	4	3	6	0	11	1	12	5	7
grin3ba_85117	3	7	1	6	8	11	2	2	16	0	4	4	6	9	9
cybb_85118	8	7	13	8	16	11	15	6	11	0	4	12	5	5	16
narfl_85119	234	185	234	151	221	173	198	179	209	0	184	181	216	221	228
rpa1_85120	357	335	433	318	259	337	292	392	325	0	404	269	394	330	325
acaa1_85121	2	0	8	0	4	1	1	1	0	0	0	1	0	2	8
scn4aa_85122	9	9	8	17	24	12	29	22	16	0	8	26	12	22	14
rab11fip2_85123	26	30	31	31	23	42	9	25	24	0	54	15	12	21	14
ube2v2_85124	323	290	249	261	204	135	278	241	233	0	166	252	253	246	235
slc40a1_85125	19	25	28	18	22	23	15	20	21	0	11	19	20	14	10
flna_85126	1456	1200	1296	1241	1303	1414	1197	1180	1480	1	1319	1224	1222	1458	1202
psmb3_85127	185	188	154	113	87	97	154	171	123	0	127	148	195	99	137
PHF21B_85128	116	94	91	56	69	207	90	57	119	0	187	75	76	96	79
grhl2b_85129	126	109	122	112	108	106	80	89	152	0	88	85	94	117	108
uevld_85130	2	2	2	1	1	0	1	0	0	0	0	1	2	1	1
smc1a_85131	9	1	13	11	7	2	3	2	3	0	9	5	4	6	8
ryr3_85132	61	50	57	44	40	18	37	58	39	0	34	43	50	47	23
amacr_85133	5	5	7	9	7	9	3	6	5	0	8	1	10	5	7
nsdhl_85134	10	3	11	7	5	1	5	4	7	0	1	2	3	8	5
scarb1_85135	5	1	3	4	2	8	2	1	3	0	5	3	5	0	1
tm9sf2_85136	114	129	68	113	142	64	123	101	111	0	68	117	102	90	147
creld2_85137	2	3	0	2	3	4	1	2	0	0	4	4	1	3	3
enosf1_85138	5	11	5	10	3	11	10	6	7	0	9	4	12	9	5
dcn_85139	240	276	296	201	272	112	212	257	234	0	181	245	241	164	239
ddr1_85140	1	4	1	6	0	6	1	0	5	0	6	0	3	6	3
btg2_85141	1145	885	910	717	782	1160	841	820	994	0	1310	868	813	776	948
casp6_85142	33	41	30	22	24	19	15	15	23	0	14	15	34	19	21
htr6_85143	3	6	4	4	5	4	4	0	3	0	6	1	0	1	3
stambpa_85144	158	131	146	142	120	136	99	113	148	0	159	96	118	116	128
clstn1_85145	93	72	78	61	57	74	47	63	79	0	103	52	54	37	43
igfbp3_85146	17	25	29	23	20	30	21	21	30	0	28	16	18	30	11
zgc:66313_85147	19	28	31	19	14	18	19	27	23	0	21	15	24	20	14
chmp6b_85148	47	33	29	28	23	20	23	19	25	0	49	14	25	22	18
scn4bb_85149	0	0	3	0	0	0	2	5	0	0	0	0	4	0	1
dio3b_85150	6	2	6	3	2	3	2	2	2	0	0	1	3	4	1
st3gal5_85151	217	212	168	207	245	185	218	169	215	0	165	210	204	217	176
bcas2_85152	149	121	136	123	100	102	53	96	98	0	149	72	109	84	89
prkcda_85153	129	155	164	105	127	113	95	89	140	0	81	119	134	105	138
padi2_85154	836	828	777	646	992	595	600	607	592	2	557	750	631	659	855
kcnk1a_85155	17	16	17	16	8	12	9	9	17	0	23	13	15	12	9
akap8l_85156	3	3	3	3	4	5	3	4	3	0	4	2	4	5	3
fkbp5_85157	0	3	4	7	8	1	5	4	4	0	2	3	1	2	8
gnb5b_85158	5	4	12	3	10	10	4	7	2	0	6	9	6	5	3
galnt2_85159	865	892	954	1053	1127	1168	1081	731	1004	1	848	981	873	1114	935
hnrnph1l_85160	10	15	15	8	11	13	8	5	9	0	9	5	5	7	2
zdhhc6_85161	16	10	6	10	16	5	14	20	15	0	17	12	17	13	10
il4_85162	0	3	0	3	1	0	0	1	0	0	2	1	0	0	6
srd5a1_85163	7	9	13	3	11	11	4	11	15	0	12	5	11	8	8
uqcrq_85164	2410	2666	2855	2935	4536	1184	4261	2389	2012	7	1257	3653	2972	2963	4528
si:ch211-71m22.1_85165	0	4	5	9	4	1	0	3	15	0	1	5	5	10	7
lrp6_85166	51	39	45	30	35	53	40	46	36	0	74	36	34	21	32
gabrd_85167	71	88	68	84	99	45	89	72	88	1	63	94	77	72	92
il17rc_85168	19	10	17	15	21	13	9	12	12	0	11	11	6	16	24
hspd1_85169	27	21	25	40	28	29	23	26	21	0	27	22	30	20	15
tbxa2r_85170	3	4	13	7	7	4	5	7	7	0	5	3	4	12	7
sqstm1_85171	0	1	1	9	1	4	0	2	1	0	1	1	3	2	1
ikbkg_85172	170	153	162	163	130	196	126	158	167	0	261	147	173	179	114
mpx_85173	26	23	32	30	26	8	15	23	23	0	20	13	30	20	32
fkbp14_85174	20	11	7	14	11	11	10	5	5	0	16	7	6	6	11
pfklb_85175	3	4	13	14	14	4	4	1	8	0	2	1	4	3	6
slc29a2_85176	201	109	151	159	216	178	166	111	198	0	173	123	135	185	209
ar_85177	3	3	12	7	7	3	8	8	12	0	3	11	3	9	4
pcdhb_85178	21	20	36	36	29	17	36	23	40	0	19	24	20	22	20
cryabb_85179	6	4	2	8	12	3	2	3	4	0	2	1	4	11	5
cd37_85180	5	6	4	5	7	2	8	1	6	0	5	2	5	8	9
gria4b_85181	13	20	23	21	17	19	14	15	18	0	15	12	13	9	19
arl4ca_85182	56	63	56	42	47	57	37	44	47	0	57	42	56	50	54
pllp_85183	28	28	20	29	49	29	18	13	44	0	8	43	22	53	38
uqcrfs1_85184	14	6	21	15	9	10	4	7	9	0	16	12	9	15	15
vtg7_85185	4	0	2	2	2	0	3	1	0	0	0	0	2	2	2
cndp2_85186	3	3	9	7	1	4	2	0	3	0	1	0	2	5	3
acd_85187	109	51	89	110	96	107	65	86	91	0	114	52	79	79	65
CR381531.2_85188	42	48	82	63	108	73	49	45	54	0	58	50	62	55	103
dek_85189	14	25	25	14	14	12	20	27	37	0	31	16	12	17	18
arntl2_85190	220	174	247	230	180	145	236	235	310	0	231	145	270	179	187
egf_85191	8	7	6	16	9	1	0	5	2	0	3	0	2	12	4
cnr2_85192	1	2	3	5	3	3	2	1	2	0	2	0	4	9	4
pfn1_85193	848	912	1205	485	696	552	531	777	546	0	585	660	642	551	695
cst3_85194	216	125	77	218	158	133	183	87	212	2	144	143	130	225	210
zgc:111986_85195	164	168	175	88	137	121	116	135	207	0	215	103	191	102	107
slc35a3a_85196	15	25	27	12	23	18	18	14	24	0	30	16	22	26	12
dad1_85197	247	338	216	217	257	189	293	227	183	1	218	333	219	219	258
slc5a1_85198	2	4	7	12	9	1	1	4	1	0	4	3	1	10	1
CR318624.2_85199	12	6	15	16	8	7	12	8	17	0	21	7	10	23	8
egr2a_85200	6	10	9	9	10	3	12	2	12	0	8	7	2	2	5
cyth1a_85201	5	8	12	8	6	8	3	3	10	0	3	5	4	9	5
ktn1_85202	431	358	324	453	541	527	621	460	344	0	524	507	463	367	331
adam15_85203	8	4	2	4	6	6	2	1	13	0	9	2	3	1	1
slc2a2_85204	17	15	19	17	21	23	11	17	18	0	17	9	22	29	14
BX005105.1_85205	3	8	7	12	4	2	2	3	7	0	0	3	3	7	7
vdac2_85206	496	421	496	268	268	324	305	391	332	0	449	269	358	262	290
tlr1_85207	6	2	7	12	6	1	6	6	3	0	2	3	6	4	4
comtb_85208	19	11	14	17	9	9	8	17	12	0	15	10	11	14	10
lbr_85209	326	308	293	286	308	203	367	283	265	0	326	283	311	272	305
masp2_85210	5	4	18	3	7	0	3	8	6	0	2	4	2	5	9
axin1_85211	10	5	11	12	15	30	6	4	18	0	23	9	7	14	13
lrrc20_85212	20	15	11	24	10	12	8	8	12	0	17	13	15	16	10
slc5a5_85213	2	1	4	10	10	2	3	3	4	0	6	2	2	9	6
coasy_85214	0	7	5	11	5	9	7	1	7	0	0	3	8	10	5
il10rb_85215	314	243	283	235	311	362	225	209	333	1	356	282	248	345	268
cyb5r2_85216	11	2	9	3	12	12	3	5	8	0	9	2	15	12	9
tomm70a_85217	10	10	9	21	9	10	5	12	17	0	15	0	8	13	12
ccr7_85218	2	0	0	2	2	0	1	1	2	0	0	0	1	2	0
nkx2.2a_85219	64	60	70	35	43	38	42	46	63	1	54	41	33	53	30
cyp26b1_85220	334	317	336	341	316	327	342	323	363	1	468	313	297	299	241
srp72_85221	53	82	112	41	48	72	53	75	67	0	57	55	90	31	50
grin2db_85222	43	38	42	33	35	26	33	26	50	0	39	24	20	43	27
pik3c2g_85223	3	1	5	10	7	6	3	9	7	0	1	4	4	7	5
mrps17_85224	326	324	394	433	483	296	487	382	361	0	317	471	387	448	476
rpl6_85225	2717	2594	2852	1836	1731	2133	1989	2374	2170	0	3125	1868	2427	1714	2023
snai2_85226	131	125	153	72	121	101	99	123	128	1	133	99	96	78	89
dnajb6b_85227	163	112	151	128	150	141	143	135	121	0	102	103	113	101	117
esr1_85228	4	3	3	8	18	1	3	5	5	0	2	1	4	5	4
ctsla_85229	709	343	353	395	538	1358	1874	1022	321	0	835	1204	1527	279	457
mapkapk5_85230	124	146	115	134	148	107	134	141	161	1	110	147	106	118	134
amer1_85231	261	222	175	183	173	189	182	228	207	0	298	170	211	123	118
atmin_85232	63	72	50	84	59	100	70	38	30	0	50	82	26	89	53
lhfpl6_85233	1	0	0	3	4	1	3	1	2	0	6	0	4	9	3
per1a_85234	2	4	4	6	5	5	2	1	12	0	1	2	1	11	7
mgst1.2_85235	46	39	45	46	33	19	24	28	33	0	32	34	40	31	22
stat3_85236	279	247	263	302	260	322	203	230	324	0	280	235	302	301	224
abcg1_85237	2	2	3	11	9	2	1	1	5	0	2	1	1	3	0
hdhd5_85238	7	5	15	6	16	16	11	11	16	0	25	9	14	9	13
snrpa_85239	23	18	34	37	37	32	35	21	41	0	59	19	39	20	27
amy2a_85240	3	2	10	6	3	3	5	1	8	0	0	2	1	10	4
lama2_85241	46	12	24	13	24	28	24	31	22	0	43	27	27	28	13
ikzf1_85242	17	6	9	12	7	3	7	11	9	0	3	4	10	5	4
bcat1_85243	11	11	15	9	16	6	12	15	14	0	13	17	11	10	13
si:dkeyp-51b9.3_85244	6	10	10	27	21	1	16	12	17	0	8	9	8	18	7
wt1a_85245	10	7	8	5	8	8	9	10	10	0	8	8	10	5	13
rgra_85246	0	3	4	6	7	6	3	2	8	0	2	1	2	2	2
GFOD1_85247	102	95	94	91	93	140	74	71	102	0	148	72	80	97	75
ret_85248	80	95	108	89	84	85	115	74	89	0	94	95	70	113	82
sfrp1a_85249	263	265	300	182	251	234	254	202	232	0	197	221	271	209	237
tmem63a_85250	49	34	41	54	22	30	36	29	39	0	63	28	46	24	26
wnt1_85251	1	3	2	2	2	2	1	2	6	0	3	1	6	2	3
fsta_85252	7	10	13	9	6	6	10	13	3	0	8	3	11	6	1
etv1_85253	3	4	0	4	2	6	3	1	6	0	1	1	2	4	3
cyc1_85254	502	544	548	274	420	276	481	520	380	1	352	477	423	288	490
si:dkey-16l2.17_85255	4	3	13	16	15	6	2	1	11	0	6	2	2	6	15
kctd9a_85256	130	151	137	181	172	88	137	103	156	0	126	168	138	149	149
wnt8a_85257	0	0	0	0	0	2	0	0	0	0	1	1	0	0	0
eci1_85258	13	20	39	25	24	20	10	25	27	0	22	17	26	21	16
sgcb_85259	210	189	221	206	250	165	200	186	228	1	179	175	211	178	209
ppie_85260	5	9	5	11	4	4	12	11	10	0	6	8	9	8	10
cenph_85261	160	37	109	88	12	66	27	53	24	0	82	51	59	34	32
abcc5_85262	238	211	259	254	159	335	142	209	256	0	453	152	216	215	150
mfsd2aa_85263	7	4	8	9	12	7	2	6	10	0	6	8	8	12	11
zmiz1a_85264	98	116	109	104	93	96	97	102	139	0	114	99	80	95	92
map2k4a_85265	58	50	55	41	31	60	19	55	57	0	100	23	38	21	30
isl2b_85266	121	142	152	132	172	124	132	122	153	0	133	139	100	103	141
pcdh2ab12_85267	46	108	130	57	97	102	77	130	136	0	111	92	110	72	123
prx_85268	732	642	681	657	566	720	590	660	637	1	912	591	683	528	525
rb1_85269	112	120	133	83	77	146	74	92	128	0	146	72	108	97	63
ube2t_85270	62	57	58	49	37	74	57	65	67	0	71	44	51	53	47
eif2s2_85271	3563	3141	2894	3645	4612	2329	4425	2966	2922	4	2173	4021	3469	3767	4328
psmd12_85272	1322	1340	1328	1349	1459	1065	1343	1209	1398	2	1070	1443	1374	1225	1418
bin2a_85273	33	36	36	18	35	27	38	29	24	0	15	29	26	44	31
dlgap5_85274	94	50	49	73	70	26	42	56	92	0	49	55	68	84	62
dcun1d4_85275	328	288	361	296	346	308	255	264	410	0	354	301	323	324	316
mmp15b_85276	24	24	16	24	25	17	26	21	28	0	25	17	24	20	25
gtf2a2_85277	15	4	11	15	7	12	0	8	8	0	5	4	13	4	5
nfe2l1b_85278	33	32	36	54	35	36	21	35	32	0	34	16	39	33	26
e2f7_85279	107	57	67	63	41	83	76	66	57	0	74	56	84	54	52
hbl4_85280	2	4	8	7	6	1	0	1	8	0	0	1	3	7	3
hoxb13a_85281	8	6	10	10	7	13	15	11	14	0	15	6	4	6	10
bcl2l13_85282	84	77	88	43	77	40	70	60	55	0	74	52	57	69	47
sult1st3_85283	3	3	11	4	4	5	2	2	9	0	6	4	2	10	4
opn1sw1_85284	9	16	9	12	16	13	11	11	8	1	12	8	13	12	13
ube2a_85285	1041	1050	1074	1370	1741	688	1676	1064	857	0	702	1508	1164	1453	1153
pop5_85286	43	42	68	45	56	33	53	53	69	0	44	46	52	36	66
mknk1_85287	38	48	28	33	39	35	32	32	53	0	50	30	43	26	40
tagln2_85288	425	481	450	454	734	275	526	374	428	2	281	593	364	503	665
mapkap1_85289	20	9	23	17	22	13	2	12	10	0	10	6	8	10	13
taldo1_85290	15	10	13	6	7	10	11	9	14	0	15	14	12	23	10
si:dkey-251i10.3_85291	28	17	30	38	15	21	19	26	37	0	46	22	34	14	21
creg1_85292	7	3	11	5	9	8	4	1	7	0	5	4	7	9	9
slc25a4_85293	129	116	115	41	89	40	117	49	122	0	77	103	96	124	58
htr5aa_85294	1	5	11	9	8	4	5	4	3	0	1	6	2	6	7
gnb3a_85295	6	6	7	7	14	6	1	8	10	0	8	3	3	5	7
arnt2_85296	100	79	102	60	61	73	89	88	79	0	95	92	74	48	66
mre11a_85297	72	69	84	67	74	61	94	80	59	0	71	91	99	73	82
tmed10_85298	1376	1442	1173	1044	1408	833	1236	1105	1158	2	1018	1209	1013	1099	1412
pecam1_85299	39	59	52	52	50	28	39	64	45	1	26	27	32	26	55
prss59.1_85300	6	4	2	4	7	10	5	5	2	0	25	3	8	6	6
atic_85301	72	101	82	41	54	60	42	86	69	0	88	50	74	59	64
tcta_85302	135	120	130	111	143	63	140	115	99	0	111	114	92	124	97
ube2q2_85303	51	50	49	38	49	51	32	36	48	0	62	34	41	47	30
dtl_85304	35	33	23	39	33	48	24	32	64	0	47	17	31	31	41
nlrx1_85305	32	21	18	28	16	23	13	16	8	0	22	16	18	20	17
slit2_85306	54	32	44	51	29	34	27	28	32	0	45	36	36	34	47
ap3m1_85307	106	133	103	117	150	121	148	109	104	0	105	124	132	137	112
adam8a_85308	79	72	101	65	70	67	66	84	71	0	99	66	73	75	79
nrp1a_85309	763	717	727	659	695	820	707	630	846	0	675	724	587	702	569
fndc4b_85310	58	64	58	66	74	56	64	56	49	0	72	58	46	61	77
grin2da_85311	17	30	21	25	32	16	23	19	33	0	19	29	22	23	11
kcnk4a_85312	3	1	4	4	3	1	0	0	5	0	1	1	3	5	4
ext1c_85313	2	9	8	5	12	6	3	4	5	0	9	3	7	12	5
rps27a_85314	21848	19558	21952	15726	13831	28114	15701	16917	20400	16	31262	15319	18385	16812	15092
scyl3_85315	11	16	7	5	12	9	5	10	6	0	16	4	12	6	6
nefma_85316	82	95	48	93	112	103	101	124	16	0	144	95	145	40	26
ppp2r1ba_85317	132	98	142	106	88	153	96	100	119	0	174	63	134	110	82
ncapg_85318	16	13	18	14	5	20	11	14	13	0	26	10	10	7	11
pgam1b_85319	104	112	110	82	105	90	58	91	85	0	125	56	95	67	79
col4a3bpb_85320	24	30	21	13	18	23	21	21	23	0	40	13	19	21	30
prr5a_85321	57	54	60	27	39	40	32	42	34	0	55	24	38	25	26
lig1_85322	498	105	223	99	215	477	179	184	78	1	491	0	268	124	287
btr21_85323	8	0	6	3	6	10	13	2	6	0	6	1	8	1	12
rps10_85324	835	733	835	450	498	586	465	753	745	0	834	527	716	463	526
h2afx_85325	937	795	904	455	595	502	825	772	670	0	587	712	889	519	696
suz12b_85326	63	59	76	56	75	75	58	81	69	0	72	53	50	70	56
g3bp2_85327	209	208	275	251	204	242	194	239	285	0	289	236	191	205	216
chp1_85328	9	8	8	18	16	15	7	5	8	0	8	8	10	20	18
fignl1_85329	86	84	76	66	124	74	82	97	89	1	90	83	91	101	122
bod1_85330	54	41	70	57	42	39	35	53	41	0	34	43	55	42	38
pole3_85331	124	123	108	78	103	88	104	115	75	1	126	97	88	79	80
tiparp_85332	123	40	185	85	65	61	23	95	87	0	120	25	122	148	61
cmpk2_85333	0	3	6	6	5	4	3	3	6	0	5	2	0	3	6
nvl_85334	5	4	13	4	12	8	2	1	13	0	5	8	2	14	10
fosab_85335	5	6	7	9	10	4	6	5	10	0	4	4	20	2	6
clk4a_85336	544	515	500	686	419	694	344	497	599	0	769	305	441	364	338
relb_85337	3	5	3	0	1	5	0	1	4	0	0	0	4	3	2
dldh_85338	103	81	104	76	77	70	85	64	80	0	80	68	85	54	72
ugt1b4_85339	7	0	8	12	4	1	0	6	9	0	1	1	2	5	6
selenow1_85340	1969	1773	1537	1818	2386	1092	1611	1372	1399	2	1086	1762	1659	1830	2156
gaa_85341	7	3	18	5	7	14	10	7	21	0	9	15	9	9	0
blvra_85342	100	60	86	106	72	68	54	67	93	0	68	43	85	60	70
prrg1_85343	65	67	71	46	41	62	46	48	48	0	73	47	42	50	41
ppp1r13bb_85344	7	8	16	9	13	18	5	10	11	0	13	7	6	7	9
csk_85345	7	14	18	21	16	18	3	9	24	0	22	15	7	20	15
rac2_85346	251	222	238	174	194	238	178	196	228	1	167	158	208	121	205
cks2_85347	131	107	114	112	115	80	134	92	112	0	95	127	117	112	125
morf4l1_85348	776	763	740	726	981	464	976	734	761	1	406	891	704	755	1032
si:ch211-14a17.10_85349	0	2	2	5	2	2	1	2	2	0	0	2	0	3	5
znf703_85350	134	144	120	81	95	112	92	122	125	0	156	85	111	73	87
mybl1_85351	36	46	38	37	8	25	17	23	28	0	53	18	21	28	11
mtpn_85352	307	267	283	211	216	295	212	222	262	0	326	214	249	230	216
cenpk_85353	229	200	168	194	188	150	177	188	175	0	168	216	196	243	191
cdab_85354	4	2	6	5	5	11	7	3	5	0	4	2	1	6	4
stbd1_85355	23	23	19	23	21	22	11	21	22	0	28	22	14	22	21
wnt2bb_85356	0	9	13	17	35	1	29	24	31	0	0	10	2	8	37
itpkcb_85357	51	28	86	51	35	51	23	37	50	0	58	30	47	47	41
gtf2e2_85358	13	19	13	28	21	21	20	9	19	0	24	7	14	27	23
gria3a_85359	8	8	18	2	5	10	7	7	10	0	7	6	8	8	4
hsd17b10_85360	5	25	8	12	16	13	19	19	11	0	10	12	15	10	7
tfdp1a_85361	5	8	3	5	2	3	2	7	8	0	3	5	7	5	3
nfkbib_85362	34	30	46	29	22	32	11	15	35	0	28	8	9	30	29
ncf4_85363	9	7	19	12	17	12	6	7	14	0	9	8	12	18	10
ska1_85364	8	8	13	1	13	7	5	8	10	0	2	10	8	3	5
tyms_85365	185	184	203	141	166	155	166	149	187	0	174	141	223	144	156
mcl1a_85366	39	42	54	26	29	34	26	40	39	0	28	22	28	35	24
kcnk9_85367	2	4	9	5	8	1	4	3	8	0	2	5	1	6	3
timm23b_85368	1	7	8	5	1	2	1	5	3	0	5	3	6	3	4
CAPN1_85369	0	0	2	2	3	1	0	0	3	0	0	0	0	4	0
npdc1a_85370	27	38	60	48	54	35	23	20	33	0	43	48	33	25	23
hnf1a_85371	23	21	23	25	20	13	13	16	24	0	17	16	23	30	27
brms1la_85372	129	110	122	100	98	122	106	123	138	0	164	103	145	96	95
msra_85373	42	23	31	34	64	16	39	27	31	0	22	45	25	40	46
prkacab_85374	247	212	243	289	308	264	292	216	274	0	216	286	239	263	308
cltcb_85375	590	693	659	553	611	504	632	554	693	0	528	626	552	527	592
hsp90b1_85376	368	451	435	283	253	204	302	333	253	1	295	318	402	231	273
psmd14_85377	47	48	67	46	42	50	38	41	41	0	57	39	72	31	39
slc39a4_85378	12	8	6	16	21	24	13	8	14	0	5	7	11	16	13
