X	Mhex_1.2EC10_24h_run1	Mhex_1.2EC10_24h_run2	Mhex_1.2EC10_24h_run3	Mhex_1.2EC10_24h_run4	Mhex_1.2EC10_24h_run5	DMSO_24h_run1	DMSO_24h_run2	DMSO_24h_run3	DMSO_24h_run4	DMSO_24h_run5	NK_24h_run1	NK_24h_run2	NK_24h_run3	NK_24h_run4	NK_24h_run5
sgk2a_86149	190	194	264	272	270	270	274	279	330	0	194	274	213	374	320
greb1_86150	19	5	15	21	10	19	14	15	9	0	22	10	14	6	11
id3_86151	16	9	4	7	6	17	5	12	6	0	22	12	5	9	7
tgfbr2b_86152	180	139	282	245	261	267	214	235	179	0	228	226	219	191	242
pkib_86153	18	9	12	12	20	17	13	5	12	0	18	18	12	9	18
grin2cb_86154	1	0	0	2	3	6	4	0	10	0	0	4	4	1	1
agt_86155	2	2	1	0	7	0	5	3	2	0	1	3	1	3	8
BX957322.1_86156	4	0	2	4	3	0	3	11	3	0	0	5	4	3	5
arhgef2_86157	6	11	5	18	1	1	20	16	33	0	21	12	21	17	4
bard1_86158	6	7	2	5	5	8	4	14	8	0	12	2	8	5	7
myf5_86159	51	42	36	30	45	92	32	54	31	0	89	39	51	35	23
crhb_86160	0	1	1	6	4	5	3	1	2	0	1	4	8	11	3
slc6a6b_86161	4	0	3	1	1	0	2	2	0	0	1	2	2	3	4
id1_86162	3082	2451	3247	2610	2703	3251	2939	3789	2875	1	4374	2989	4146	2742	2134
hbae5_86163	39	34	55	21	35	39	23	57	30	0	34	24	54	29	28
mms22l_86164	114	100	107	119	104	86	125	101	95	0	107	125	158	99	80
mvp_86165	439	251	381	219	218	512	269	509	298	0	322	302	406	371	317
nolc1_86166	769	356	716	746	425	702	596	673	539	0	811	577	629	577	294
myo18aa_86167	90	88	157	135	152	157	116	149	116	0	108	129	115	123	130
rfng_86168	155	136	182	177	136	168	169	188	163	0	197	191	225	133	114
plekhh1_86169	335	231	333	278	291	337	272	330	242	0	371	307	398	232	224
si:ch211-79l17.1_86170	111	68	93	84	85	200	75	117	72	0	199	80	95	82	73
eif3s10_86171	470	388	607	422	409	521	401	542	473	0	449	554	662	468	300
gsta.2_86172	9	4	9	3	0	5	2	0	1	0	0	3	9	0	3
becn1_86173	95	53	58	78	56	45	49	55	38	0	72	53	69	43	33
ap2b1_86174	58	52	64	61	47	45	42	85	45	0	53	53	90	54	44
slc7a8b_86175	2	5	4	6	0	4	4	0	3	0	9	6	4	4	8
shc1_86176	124	111	125	120	124	167	108	99	97	0	118	148	132	99	95
ndst3_86177	0	4	1	0	1	2	5	6	0	0	6	6	5	0	2
scn2b_86178	1	4	5	5	0	8	1	8	4	0	5	2	4	1	3
skp1_86179	2767	2730	3509	3887	3937	2907	4182	3162	3869	2	2758	3156	3319	2878	4911
si:ch211-139g16.8_86180	2	4	6	9	6	0	2	7	3	0	4	3	6	6	8
ak2_86181	144	96	116	129	106	125	121	152	135	0	124	94	177	139	78
atraid_86182	31	27	33	34	41	49	33	52	42	0	30	35	44	52	33
rpl27_86183	2554	1794	2315	1809	1922	1799	1959	1858	2192	1	1517	2357	2725	1979	1552
krt18_86184	492	223	384	279	210	606	288	477	257	0	587	322	463	237	206
cenpw_86185	47	31	29	74	57	19	34	53	106	0	39	103	43	54	86
stk11_86186	9	6	6	17	5	63	9	10	12	0	30	21	12	8	6
per1b_86187	29	20	13	24	28	17	18	24	21	0	20	24	40	14	20
si:dkey-46i9.6_86188	8	26	20	27	22	1	26	7	15	0	14	18	33	15	34
hist1h2a5_86189	321	287	214	226	247	517	305	341	196	0	419	335	385	219	173
prg4b_86190	9	7	10	8	8	24	9	5	4	0	9	3	14	13	10
hk1_86191	73	76	98	51	67	45	80	98	53	0	113	75	142	64	46
chrnb3a_86192	8	4	4	0	4	10	0	5	0	0	15	0	14	5	4
GJD4_86193	59	90	103	107	96	75	107	115	122	0	50	85	87	68	136
nr2e1_86194	45	32	45	30	34	45	25	30	27	0	50	30	47	28	27
dnm1b_86195	7	11	8	1	11	21	12	6	5	0	15	10	7	13	0
pgm1_86196	5	5	1	6	3	7	2	8	4	0	3	7	3	2	8
eno2_86197	3	1	4	0	5	4	3	9	2	0	8	1	7	4	3
lgi1b_86198	10	7	11	10	15	12	15	13	12	0	2	17	7	16	4
CABZ01066312.1_86199	2	2	2	6	3	4	0	0	0	0	4	1	0	0	0
dynll1_86200	1030	721	1481	1068	1263	835	1115	1050	1513	0	927	1145	1143	1519	1128
apex1_86201	83	53	56	64	84	174	67	91	36	0	127	60	86	49	41
ndufv3_86202	52	37	64	45	32	34	38	45	51	0	51	60	52	63	54
gal3st4_86203	98	82	126	149	121	116	96	140	137	0	98	136	151	120	139
prkar1aa_86204	36	27	27	32	36	43	36	26	26	0	39	40	42	28	22
mpz_86205	19	2	14	34	21	23	10	21	16	0	40	12	20	10	23
desma_86206	27	19	31	10	15	19	24	33	14	0	18	18	35	21	12
veph1_86207	5	1	5	5	4	9	12	3	4	0	7	6	5	9	7
asf1ba_86208	33	32	40	20	18	56	16	41	35	0	54	23	40	18	15
si:dkey-243i1.1_86209	12	15	13	9	14	24	15	14	5	0	8	9	9	6	4
sgca_86210	6	4	1	1	4	2	4	0	5	0	1	1	4	3	2
si:ch73-168d20.1_86211	5	2	3	5	6	7	8	7	6	0	2	1	3	3	2
msi2b_86212	218	179	232	196	218	330	200	225	204	2	388	233	204	183	126
pi4kab_86213	8	2	5	6	5	15	5	3	3	0	24	5	4	3	4
pclaf_86214	225	173	194	179	207	362	182	247	171	0	364	249	297	129	110
neurod1_86215	23	14	9	14	11	25	10	17	16	0	11	17	15	5	9
sos1_86216	24	24	31	16	21	52	18	39	9	0	54	24	18	8	7
apln_86217	18	10	13	16	17	12	12	20	10	0	16	18	18	9	12
pik3r4_86218	17	20	9	11	18	40	13	24	10	0	13	8	24	17	13
fam3a_86219	677	598	956	861	873	867	741	943	792	1	852	720	886	796	778
sfrp2_86220	14	20	25	8	5	9	17	19	12	0	9	16	18	19	12
lpgat1_86221	711	631	691	614	1006	650	795	829	767	0	766	822	661	599	813
med21_86222	154	142	158	151	129	112	134	137	143	1	163	163	170	145	92
slc30a2_86223	13	12	12	15	22	9	11	14	19	0	6	14	25	14	16
adgrg6_86224	8	5	4	6	5	7	7	12	3	0	7	6	0	3	10
spcs2_86225	103	78	131	118	145	86	118	96	139	1	95	112	124	139	147
plekhj1_86226	3	6	9	2	4	20	6	21	2	0	4	7	12	9	1
ndufb3_86227	417	378	597	327	341	459	472	542	441	0	477	520	680	545	359
CDK2AP1_86228	296	270	373	334	395	140	359	253	359	1	153	408	426	409	460
znf395a_86229	1	8	11	6	8	1	6	2	6	0	5	5	6	0	7
paxip1_86230	137	114	122	130	89	155	95	141	103	0	151	82	175	109	66
avpr1ab_86231	7	8	6	6	10	8	2	12	5	0	1	11	2	7	3
rbm15b_86232	12	3	7	8	12	33	14	12	5	0	26	11	14	7	9
slc18a2_86233	1	0	2	1	2	3	1	7	1	0	1	0	3	2	4
dnajc15_86234	19	10	17	15	12	32	14	28	15	0	24	21	33	22	14
igf2bp2a_86235	14	24	29	39	23	58	22	46	26	0	42	26	47	24	16
mmp9_86236	1	4	0	3	5	5	4	1	8	0	4	7	1	1	14
nfatc3a_86237	40	29	51	45	29	130	34	46	12	0	63	52	48	26	26
creb5b_86238	42	31	32	31	46	73	28	72	37	0	59	35	43	31	20
ighd_86239	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
manba_86240	10	7	11	11	12	21	5	7	9	0	7	15	7	7	9
mrpl58_86241	19	16	9	11	18	32	15	32	9	0	37	20	36	16	5
nup133_86242	109	98	162	123	111	123	101	130	143	0	104	151	163	152	137
nfatc4_86243	27	16	6	19	6	43	22	33	5	0	53	13	30	10	16
apc_86244	1	3	0	0	3	2	0	0	1	0	1	0	3	0	0
slc22a2_86245	14	15	14	20	3	106	17	26	5	0	19	11	14	13	11
cyp39a1_86246	7	5	1	4	4	14	6	2	6	0	5	5	0	13	4
nr3c1_86247	15	7	37	20	59	72	38	57	25	0	37	19	35	38	46
dlg3_86248	8	10	7	13	10	11	13	3	2	0	9	6	4	9	7
akt1_86249	58	29	33	59	39	74	50	77	33	0	61	30	85	39	32
gli2a_86250	315	278	300	366	325	250	289	331	375	0	210	353	330	352	313
pcdh2ab2_86251	13	13	5	17	16	13	22	17	12	0	13	27	20	19	31
khdc4_86252	2	2	0	0	1	3	2	1	1	0	2	0	4	4	0
eif4ebp1_86253	7	16	27	10	6	11	19	15	18	0	15	18	18	20	8
ppm1ba_86254	2	0	4	4	1	5	4	12	4	0	1	3	0	3	1
tshba_86255	4	10	1	5	2	3	3	7	1	0	0	3	1	6	1
papola_86256	147	102	174	180	168	137	154	139	193	0	130	159	169	153	140
syngr3a_86257	0	2	0	0	1	2	1	0	2	0	0	1	1	1	0
hmha1a_86258	8	4	3	1	10	5	2	5	6	0	12	4	11	7	9
ccnb1_86259	924	853	1315	1268	1573	839	830	606	1392	0	784	1008	795	800	1328
tnni3k_86260	21	31	21	23	18	17	37	34	26	0	43	57	27	32	19
xpnpep1_86261	105	68	97	71	87	117	68	110	62	0	114	77	104	57	56
BX323596.1_86262	3	3	0	1	0	0	5	0	0	0	7	0	4	1	3
olig1_86263	0	0	0	1	2	2	0	4	0	0	1	2	2	0	0
dab2_86264	7	5	4	3	21	16	7	8	10	0	5	4	10	6	2
dlx3b_86265	135	124	95	81	91	177	126	209	92	0	309	130	172	67	65
ikzf2_86266	12	3	10	7	1	24	4	7	3	0	1	4	9	5	7
pparg_86267	46	30	51	60	66	53	48	87	60	0	62	56	76	57	52
rtn2a_86268	32	25	36	16	16	18	25	56	16	0	26	25	59	45	18
oclna_86269	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0
ndufa4_86270	1	1	1	2	1	0	1	0	0	0	0	1	1	0	1
tmco1_86271	618	631	725	582	733	419	728	661	809	0	595	727	599	874	815
mxd3_86272	38	38	22	18	17	86	19	61	25	0	67	42	45	18	10
pparda_86273	26	27	23	27	41	64	18	48	22	0	71	34	38	17	18
vegfc_86274	23	13	9	15	14	24	16	17	13	0	15	19	17	12	10
rps27.2_86275	3993	3864	6443	4138	7017	1585	4779	3545	7314	3	1493	5750	5399	8249	8126
isl1_86276	17	11	8	5	11	37	10	11	6	0	38	8	13	10	14
ap1m2_86277	3	3	0	1	4	1	1	3	0	0	1	4	3	1	1
ccl35.1_86278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clic4_86279	368	267	404	197	240	211	291	242	376	0	265	359	372	415	259
cpsf4_86280	13	6	15	15	5	26	19	18	7	0	14	17	23	16	9
klhl21_86281	139	86	120	93	86	196	86	112	72	0	130	100	162	75	69
sec23a_86282	16	19	14	13	7	47	22	16	6	0	28	18	34	6	6
traf3ip2l_86283	86	55	70	138	112	60	103	85	119	0	46	108	93	100	120
scg5_86284	1	6	3	11	5	8	3	7	2	0	0	3	3	10	3
sptlc2a_86285	34	18	31	21	27	44	32	42	16	0	44	37	39	30	16
selenbp1_86286	4	3	2	6	6	5	6	16	7	0	8	5	14	5	5
aars_86287	198	190	169	222	145	365	236	133	199	0	113	237	261	72	130
ttc4_86288	68	34	53	48	53	45	38	60	72	0	73	50	54	64	38
nfyba_86289	2000	1577	2315	2119	2558	1967	2122	2178	2303	1	1909	2273	2343	2225	2180
dhcr7_86290	1	1	0	3	0	1	2	2	3	0	3	0	2	1	4
cpox_86291	179	156	151	163	187	170	238	156	168	0	309	196	180	129	146
rnf167_86292	45	45	71	57	53	155	50	56	51	0	94	47	62	32	42
pxmp2_86293	8	5	3	9	5	2	3	3	5	0	2	6	3	6	4
GTPBP8_86294	1	0	1	8	4	0	2	1	11	0	1	3	0	5	4
zdhhc16b_86295	4	4	8	1	2	4	3	0	3	0	13	7	3	4	3
hspb8_86296	90	62	116	63	70	64	83	110	65	0	65	88	119	90	86
rlbp1b_86297	0	0	0	0	0	0	0	0	1	0	1	2	0	0	0
rpl9_86298	27842	22288	29428	31494	35555	24601	31326	29739	31326	18	27047	30055	33506	26815	28668
paics_86299	39	24	44	40	34	78	39	50	35	0	52	45	43	49	40
scoca_86300	258	193	340	160	205	122	186	200	227	0	166	172	170	250	191
dpysl3_86301	9	3	1	13	7	13	3	3	2	0	6	5	14	8	1
kank2_86302	12	14	12	22	8	8	6	10	15	0	26	10	10	14	10
tatdn2_86303	3	1	2	2	2	1	5	0	1	0	1	2	3	1	2
idh3a_86304	619	678	961	1076	1134	606	872	933	1209	1	482	852	809	1105	1294
zgc:173581_86305	17	16	10	14	17	10	36	14	14	0	14	10	11	14	25
bnc2_86306	28	11	21	18	15	15	17	20	8	0	11	26	21	10	13
esrp2_86307	12	10	2	3	9	6	6	12	4	0	15	5	7	7	2
zgc:194224_86308	43	10	44	34	22	34	28	18	41	0	29	23	28	26	22
grin1a_86309	5	13	7	17	20	10	15	12	16	1	12	16	8	11	18
fcer1g_86310	8	4	4	2	4	10	3	0	4	0	1	10	5	2	5
slc10a1_86311	4	0	0	1	3	4	5	1	3	0	3	0	5	4	0
phkb_86312	24	17	11	21	16	38	16	17	13	0	26	15	22	10	10
rrs1_86313	381	389	646	313	408	440	362	420	394	0	383	408	491	471	477
selenos_86314	3	0	5	1	2	6	4	5	1	0	8	13	8	2	5
sec63_86315	586	561	695	1020	935	641	859	784	977	0	540	747	707	887	1062
arntl1a_86316	0	1	2	1	3	0	0	7	4	0	2	3	4	0	2
arpc3_86317	1483	1298	2224	1368	2110	852	1729	2195	2317	1	971	1806	1695	2376	1753
st3gal4_86318	33	31	30	39	34	37	28	62	21	0	49	20	40	42	20
mrps16_86319	5	3	3	1	3	12	11	1	3	0	3	6	5	5	10
cyp2aa11_86320	34	13	16	35	12	29	29	17	40	0	35	18	26	31	35
smad4a_86321	94	61	55	65	69	159	70	83	68	0	119	76	74	41	56
pik3r3b_86322	14	15	33	8	26	11	9	25	7	0	34	9	16	16	18
ddias_86323	29	12	15	20	25	0	33	12	17	0	9	23	25	21	21
zgc:113436_86324	65	45	71	56	47	117	60	90	23	0	112	63	65	39	25
zgc:194990_86325	2	6	0	2	0	3	5	2	2	0	1	0	6	3	0
osmr_86326	2	1	1	5	5	10	1	1	4	0	3	5	1	10	1
BX120005.1_86327	0	1	3	2	1	0	5	0	0	0	0	2	1	1	11
p2ry13_86328	1	1	2	1	4	0	3	3	7	0	4	4	2	1	1
rpl11_86329	15002	14627	22521	20503	23187	9151	19437	13692	31332	16	8730	21396	16826	29451	30439
isg15_86330	7	2	53	2	1	4	13	4	6	0	5	8	5	11	10
gadd45bb_86331	50	50	49	23	39	61	33	39	53	0	85	52	75	46	18
npc1_86332	123	71	118	84	76	134	113	135	94	0	73	101	95	104	58
pabpn1_86333	2008	2101	2713	2719	2808	2894	2793	3008	2501	0	2933	2748	2847	2341	2495
abcg2d_86334	2	4	0	6	3	1	1	3	4	0	6	3	4	5	4
eif3d_86335	423	355	489	304	318	301	370	392	384	0	382	413	567	366	313
hat1_86336	242	202	278	208	288	134	249	299	308	0	167	326	329	326	265
puf60a_86337	186	147	188	132	149	138	164	246	116	0	135	200	240	165	116
mao_86338	2	1	0	3	2	0	7	2	2	0	2	2	4	2	4
tfam_86339	256	244	297	254	267	239	333	263	248	0	210	297	277	314	286
barx1_86340	3	20	33	16	38	5	18	26	17	0	3	12	24	26	40
mterf3_86341	3	3	3	0	3	0	1	5	0	0	2	2	2	3	2
nusap1_86342	136	91	81	85	82	91	78	129	82	0	87	113	143	81	70
hcrtr2_86343	1	6	4	1	3	0	4	5	1	0	1	8	6	2	6
sfrp1b_86344	6	15	17	13	29	2	17	26	27	0	7	35	20	19	34
cnpy2_86345	50	94	144	135	156	126	151	154	107	0	120	172	116	103	83
mrpl19_86346	54	21	22	11	17	45	25	18	20	0	47	32	44	30	14
zfand1_86347	33	36	28	34	40	41	22	43	20	0	51	29	20	39	17
gria1a_86348	3	1	0	0	1	8	1	10	2	0	1	0	0	0	0
prc1b_86349	34	45	67	37	55	27	54	53	64	0	33	47	62	74	49
dffb_86350	45	36	59	74	75	46	49	33	86	0	43	75	61	76	65
si:dkey-92j12.5_86351	11	7	6	3	7	22	13	6	19	0	24	9	8	5	5
sod3b_86352	0	1	2	2	5	0	4	4	0	0	3	2	0	2	4
si:ch211-113a14.19_86353	6480	6730	9897	7668	8943	8603	8083	8607	7974	4	6873	10851	9732	8747	7157
dnajb14_86354	28	19	15	25	31	15	37	25	18	0	17	31	42	29	21
chmp4c_86355	77	56	69	83	125	69	80	71	72	0	86	60	88	66	63
nfkb2_86356	41	42	56	39	20	56	35	44	38	0	57	41	43	40	20
yrk_86357	44	40	42	25	66	56	44	48	53	0	39	63	70	52	55
faima_86358	34	47	119	81	72	71	78	80	58	0	80	79	94	74	46
akr7a3_86359	21	18	18	30	31	36	35	22	24	0	16	28	25	22	21
wdr61_86360	286	359	429	375	477	289	596	451	440	0	280	607	518	394	376
pgk1_86361	155	122	214	165	147	243	149	211	203	1	183	188	227	190	140
hoxa10b_86362	84	85	91	124	109	165	117	182	96	1	123	82	167	77	81
sumf1_86363	2	2	9	2	8	4	3	14	1	0	12	6	4	14	4
wnt7bb_86364	2	5	0	1	0	6	6	8	3	0	7	2	1	0	2
cfhl4_86365	29	37	14	41	31	66	77	51	69	0	21	55	40	56	54
hsp90ab1_86366	1293	947	1085	836	860	1122	814	1093	853	0	1007	979	1475	1099	750
nr4a3_86367	8	6	6	0	9	7	5	7	1	0	3	3	5	3	2
mcm7_86368	541	515	518	706	864	1186	756	724	565	0	992	742	703	416	535
rasgef1ba_86369	150	104	115	112	116	189	99	99	92	1	173	126	129	103	78
pole2_86370	3	2	10	4	4	9	1	4	3	0	10	1	8	2	7
ube3c_86371	13	14	17	28	9	34	17	22	8	0	21	12	34	21	17
prkaa1_86372	30	17	22	25	12	34	22	36	18	0	32	24	28	12	9
neurog1_86373	265	216	244	254	236	339	213	306	226	0	420	277	285	179	156
prkcz_86374	0	0	0	1	0	0	0	0	1	0	0	0	4	0	0
smtnb_86375	1	6	0	1	2	4	1	2	7	0	1	0	0	1	4
cyp2aa9_86376	24	7	9	12	10	28	15	30	16	0	21	19	18	13	15
zcchc8_86377	10	5	4	6	5	13	6	5	6	0	13	2	4	6	6
cct7_86378	30	31	14	27	25	38	30	28	36	0	25	32	29	31	20
mxc_86379	3	10	8	6	15	10	9	12	12	0	6	2	10	8	9
htra1b_86380	1	1	0	2	0	2	7	0	0	0	5	4	2	0	3
tcerg1a_86381	200	148	166	194	195	240	209	166	160	0	170	227	118	136	155
cdk19_86382	12	6	2	13	11	10	9	10	7	0	19	9	15	22	4
metrn_86383	40	19	25	25	15	83	30	15	29	0	77	15	43	26	8
stk25b_86384	19	10	9	21	16	5	25	25	22	0	6	14	14	13	15
ext1b_86385	88	48	49	45	29	94	78	108	55	0	76	60	73	49	20
myl9b_86386	43	20	29	24	13	18	16	60	9	0	30	18	27	16	12
icmt_86387	5	3	4	2	5	4	5	8	2	0	3	7	5	5	3
ssb_86388	35	18	59	39	76	28	32	103	54	0	33	35	30	65	55
cd36_86389	15	8	17	15	13	8	11	15	10	0	10	19	17	26	20
hmg20b_86390	4	5	8	1	1	0	2	2	0	0	5	0	1	4	1
litaf_86391	6	8	4	9	5	5	4	5	7	0	2	7	14	7	1
mybl2b_86392	3	3	3	2	2	0	2	6	2	0	6	1	8	8	7
plxdc2_86393	426	240	310	442	323	569	312	418	334	0	459	293	377	302	259
h2afva_86394	642	505	785	520	559	496	548	666	630	1	441	750	797	705	459
tdo2b_86395	0	1	0	0	8	0	1	5	2	0	0	1	1	0	1
psme2_86396	0	0	1	2	2	0	1	7	2	0	0	1	0	7	4
cyp2k17_86397	0	3	1	1	0	3	0	5	1	0	0	1	0	1	3
adamts5_86398	2	4	2	0	0	0	2	3	2	0	6	3	2	2	7
ech1_86399	4	2	4	0	5	5	2	9	2	0	0	5	10	5	3
psmb13a_86400	2	0	1	1	1	8	3	1	1	0	0	1	2	1	2
marcksa_86401	21	22	31	22	23	59	32	39	12	0	67	30	36	7	20
chic2_86402	8	10	9	3	2	14	7	9	6	0	8	10	15	5	5
nfkbiz_86403	1	3	3	2	3	4	8	6	2	0	2	0	4	2	9
saa_86404	2	5	0	0	2	7	0	0	0	0	0	1	2	1	3
ddit3_86405	33	14	34	32	26	97	50	38	34	0	43	21	37	17	21
timm17b_86406	22	15	24	33	22	14	15	22	15	0	16	23	31	30	21
oxct1a_86407	27	12	16	13	18	26	23	18	17	0	15	14	22	17	4
si:busm1-266f07.2_86408	0	0	1	0	2	0	0	2	0	0	1	0	2	0	3
cd79a_86409	6	8	3	1	3	8	0	3	5	0	4	6	4	4	7
znf143a_86410	11	10	13	9	11	11	10	12	6	0	14	14	8	9	7
si:ch73-160i9.2_86411	1	5	7	3	2	2	2	4	1	0	0	4	2	6	4
crim1_86412	50	23	34	50	69	80	63	46	55	0	28	48	32	46	58
gabra2a_86413	0	1	0	4	0	1	0	9	0	0	1	1	3	2	0
scn4ab_86414	4	12	19	22	11	7	18	19	13	0	4	16	18	25	16
psmb6_86415	46	43	45	48	35	36	33	54	52	0	37	52	87	60	41
abca5_86416	9	6	12	12	6	37	10	12	7	0	34	12	15	16	7
espn_86417	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0
cgrrf1_86418	46	38	23	37	45	28	38	34	35	0	40	38	23	34	34
il11a_86419	0	8	1	2	0	0	5	3	2	0	2	3	2	1	5
mbpa_86420	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
prelid3b_86421	108	107	112	150	126	227	138	126	127	0	211	142	174	101	84
ggt5a_86422	87	72	109	113	91	153	109	105	105	1	106	72	135	97	48
mdm2_86423	7	3	2	2	3	12	4	5	6	0	1	4	6	9	10
irs1_86424	55	15	18	14	6	27	12	29	13	0	52	20	25	14	9
arpp19a_86425	1180	1081	1439	1315	1521	989	1550	1412	1739	2	1074	1481	1350	1587	1724
elac2_86426	2	3	2	8	3	8	6	11	7	0	3	4	10	2	8
pink1_86427	89	41	83	83	101	163	57	95	104	0	183	68	82	78	70
vwf_86428	0	1	0	6	1	3	0	7	0	0	0	4	7	1	4
lum_86429	5	8	6	4	4	9	7	10	8	0	5	7	6	6	7
cyp2k16_86430	4	2	2	6	0	1	10	2	2	0	1	4	3	3	4
cdca7a_86431	230	157	165	154	139	251	197	211	169	0	277	177	245	160	125
stam2_86432	134	114	186	97	103	134	118	159	94	0	136	107	165	131	83
thrb_86433	39	13	22	13	22	40	11	41	17	0	58	32	47	13	23
strbp_86434	9	8	3	15	4	4	4	21	12	0	10	4	2	3	1
fshr_86435	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
ctps1a_86436	162	94	153	82	128	224	123	204	101	0	254	148	256	111	65
sybl1_86437	182	179	230	274	236	232	270	253	343	0	202	256	221	330	344
srsf9_86438	10	7	17	5	6	12	6	7	7	0	12	10	10	5	6
gbf1_86439	164	115	168	140	188	217	116	163	153	0	188	165	192	135	148
zgc:153659_86440	5	3	0	2	2	3	6	6	3	0	2	10	5	3	6
smx5_86441	232	134	225	124	142	271	143	206	150	0	346	135	249	119	116
camsap2a_86442	320	273	319	307	364	395	323	330	338	0	312	369	331	282	302
pafah1b1a_86443	285	264	306	366	280	357	311	284	301	1	240	291	303	299	269
mapk14a_86444	89	38	76	51	67	35	31	49	93	0	53	78	59	73	42
rad50_86445	59	46	48	34	47	88	63	60	44	0	58	52	66	48	44
zgc:165532_86446	79	25	49	37	18	86	22	67	20	0	57	41	44	37	35
wdr12_86447	65	98	104	112	92	77	52	11	185	0	60	93	184	98	42
ophn1_86448	4	0	3	2	1	1	2	1	3	0	4	6	3	3	2
zgc:153642_86449	5	3	2	4	1	0	4	4	1	0	1	3	4	1	0
hpn_86450	7	3	5	4	0	9	6	7	6	0	9	6	4	3	10
tyrobp_86451	0	0	0	0	0	0	0	1	0	0	0	1	2	1	1
pcolcea_86452	4	3	4	6	6	1	9	6	4	0	5	3	2	4	3
tet3_86453	16	9	15	12	9	22	12	4	6	0	26	29	10	8	6
areg_86454	0	2	1	2	2	5	2	2	2	0	4	6	3	0	2
aspn_86455	1	0	1	1	1	1	4	4	1	0	1	6	3	4	0
atp6v0a1a_86456	120	90	148	186	205	89	108	133	189	0	60	140	148	227	203
kif4_86457	682	550	783	896	818	1247	816	940	648	1	917	758	958	709	634
ier2b_86458	65	56	72	94	111	98	88	71	115	1	77	59	91	64	114
tmem129_86459	14	15	13	28	11	3	18	17	17	0	18	11	17	25	17
ighv14-1_86460	34	48	53	46	28	22	27	53	53	0	26	29	49	44	41
gucy1b1_86461	0	0	0	0	3	2	1	0	2	0	3	8	1	1	1
mta1_86462	322	214	276	272	279	579	278	442	229	0	496	267	347	168	198
abcb10_86463	17	12	20	11	17	18	22	12	5	0	23	12	7	10	10
dctd_86464	231	167	191	167	193	295	189	238	202	0	305	214	264	138	147
TST_86465	3	4	1	4	6	4	5	4	1	0	5	6	0	4	3
serpine1_86466	56	59	76	95	67	121	88	92	78	0	74	68	54	55	87
cyp19a1b_86467	1	0	0	5	4	2	1	3	5	0	0	5	6	0	2
cx43_86468	94	110	189	136	204	80	145	116	181	0	90	149	159	186	162
epsti1_86469	2	4	0	0	1	0	0	0	5	0	0	2	2	2	6
ldlra_86470	2	1	0	2	3	7	2	3	3	0	7	3	0	2	4
amdhd2_86471	105	49	69	40	52	221	63	131	58	0	160	72	93	55	34
nfe2l3_86472	296	203	302	347	350	363	290	331	322	0	326	320	337	280	289
aifm1_86473	240	247	257	282	305	170	342	319	287	1	172	372	340	267	250
anxa2b_86474	13	1	1	0	3	7	0	5	6	0	6	0	9	4	3
hmox1a_86475	45	54	47	40	35	63	52	82	26	0	50	74	77	53	45
prkca_86476	42	21	39	27	27	32	24	48	36	0	21	19	34	34	36
gnai3_86477	18	7	0	5	9	5	4	13	10	0	18	5	20	2	7
gclc_86478	4	5	3	1	5	4	4	5	3	0	2	7	8	7	0
sulf2b_86479	153	139	181	231	185	214	183	186	172	1	171	147	181	156	162
npepl1_86480	152	132	179	165	129	213	154	194	138	0	142	137	199	174	85
vegfab_86481	2	0	0	2	4	4	7	2	0	0	5	3	3	2	7
hmga2_86482	163	121	163	119	94	287	131	212	97	0	295	128	198	99	59
kcnj12a_86483	2	3	4	2	0	2	1	0	0	0	0	2	1	3	3
prl_86484	3	3	5	3	4	3	7	7	2	0	2	3	1	1	0
c2cd2_86485	70	57	54	78	67	96	67	68	45	0	81	77	84	57	35
sys1_86486	50	94	66	110	101	101	134	113	86	0	97	105	131	98	66
tnfrsf1b_86487	33	32	42	54	64	54	58	61	64	0	44	37	68	31	59
dlx2a_86488	7	5	3	5	4	4	4	1	2	0	7	3	2	9	5
dazl_86489	7	2	6	7	17	7	17	12	8	0	8	6	12	12	19
steap4_86490	0	1	0	0	2	5	2	5	2	0	7	1	1	2	4
samhd1_86491	14	3	7	9	10	16	18	14	14	0	20	22	20	9	4
kat6b_86492	142	136	167	216	201	213	170	136	180	1	141	158	186	145	162
klhdc2_86493	22	15	14	25	14	39	13	17	11	0	32	18	29	9	10
fgf22_86494	7	5	10	14	9	2	1	4	15	0	2	10	8	9	11
wipf2a_86495	212	157	197	234	197	293	206	270	192	0	295	190	237	202	160
klf6a_86496	603	510	648	563	647	539	719	936	559	0	634	639	763	514	518
lgals8b_86497	0	2	1	0	1	0	0	0	0	0	0	0	4	2	2
smndc1_86498	8	7	2	3	4	12	9	10	3	0	8	2	3	2	3
sema4ba_86499	171	96	190	162	122	258	167	193	129	0	187	163	194	132	101
aanat2_86500	6	3	3	2	5	3	3	0	3	0	1	3	4	2	7
dok2_86501	24	15	5	8	3	9	14	2	2	0	17	18	13	2	2
cryz_86502	7	3	0	1	4	3	3	3	2	0	2	2	3	0	2
